date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-26,48.0,69.8,54.8,42.6,73.4,59.5,48.2,30.4,23.0,70.4,50.3,,23.0,30.4,48.0,59.5,70.4,73.4,50.3
11-27,48.6,69.9,54.7,42.3,73.3,59.5,48.0,30.3,22.7,70.1,50.2,,22.7,30.3,48.0,59.5,70.1,73.3,50.2
11-28,48.8,70.1,54.3,42.9,73.1,59.3,47.8,30.3,22.9,69.6,50.1,,22.9,30.3,47.8,59.3,70.1,73.1,50.1
11-29,51.2,70.1,55.2,42.7,72.9,60.5,47.8,30.3,22.9,69.1,50.1,,22.9,30.3,47.8,60.5,70.1,72.9,51.2
11-30,51.5,70.1,55.0,42.9,72.7,60.0,47.9,30.2,22.7,68.7,49.9,,22.7,30.2,47.9,60.0,70.1,72.7,51.5
12-01,51.7,69.9,55.0,42.3,72.7,59.6,48.5,30.3,22.8,68.4,49.8,,22.8,30.3,48.5,59.6,69.9,72.7,51.7
12-02,51.7,69.9,55.4,42.6,72.6,59.3,48.7,30.5,22.9,68.1,49.8,,22.9,30.5,48.7,59.3,69.9,72.6,51.7
12-03,51.4,69.9,54.9,42.9,72.8,59.0,49.0,30.5,22.5,68.1,49.9,,22.5,30.5,49.0,59.0,69.9,72.8,51.4
12-04,51.2,69.7,55.0,42.6,72.9,58.8,49.6,30.2,22.2,67.8,49.7,,22.2,30.2,49.6,58.8,69.7,72.9,51.2
12-05,51.1,69.6,55.1,42.4,72.9,58.4,49.5,30.4,22.2,67.4,49.9,,22.2,30.4,49.5,58.4,69.6,72.9,51.1
12-06,51.1,69.6,55.2,42.1,72.8,58.2,49.5,29.6,24.0,67.4,50.1,,24.0,29.6,49.5,58.2,69.6,72.8,51.1
12-07,50.8,68.9,55.2,42.2,72.7,58.1,50.1,30.1,22.4,66.8,50.2,,22.4,30.1,50.1,58.1,68.9,72.7,50.8
12-08,51.1,68.8,55.2,42.4,73.0,56.9,50.2,30.0,22.2,66.6,50.4,,22.2,30.0,50.2,56.9,68.8,73.0,51.1
12-09,50.7,68.5,54.8,42.9,72.8,55.2,50.4,30.2,22.6,66.5,50.6,,22.6,30.2,50.4,55.2,68.5,72.8,50.7
12-10,51.0,68.3,54.8,42.6,72.8,54.2,50.5,30.2,21.9,65.9,50.8,,21.9,30.2,50.5,54.8,68.3,72.8,51.0
12-11,50.5,68.2,54.6,42.4,72.5,53.3,50.6,30.1,22.2,65.6,50.9,,22.2,30.1,50.5,54.6,68.2,72.5,50.9
12-12,50.2,68.0,54.9,42.3,72.7,52.3,50.8,30.3,22.3,65.2,51.0,,22.3,30.3,50.2,54.9,68.0,72.7,51.0
12-13,50.4,67.7,54.5,42.9,72.9,50.8,50.9,30.0,22.4,65.0,51.4,,22.4,30.0,50.4,54.5,67.7,72.9,50.9
12-14,50.2,67.4,54.3,42.5,72.8,48.9,50.8,30.1,22.2,64.4,51.6,,22.2,30.1,48.9,54.3,67.4,72.8,50.8
12-15,50.2,67.3,54.2,42.8,73.2,47.9,51.3,30.4,22.4,64.1,51.9,,22.4,30.4,47.9,54.2,67.3,73.2,51.3
12-16,50.0,67.4,54.2,42.9,73.2,46.3,51.1,30.1,22.5,64.2,52.4,,22.5,30.1,46.3,54.2,67.4,73.2,51.1
12-17,49.7,67.0,54.0,43.7,73.4,44.9,51.3,30.4,22.2,63.8,53.5,,22.2,30.4,44.9,54.0,67.0,73.4,51.3
12-18,49.7,66.8,54.2,43.6,73.7,44.4,51.4,30.2,22.3,63.4,54.2,,22.3,30.2,44.4,54.2,66.8,73.7,51.4
12-19,49.5,66.8,54.1,43.9,73.7,44.1,51.3,30.3,22.2,63.3,55.1,,22.2,30.3,44.1,55.1,66.8,73.7,51.3
12-20,49.8,66.6,53.8,44.1,73.8,43.3,51.5,30.1,22.8,63.0,55.6,,22.8,30.1,44.1,55.6,66.6,73.8,51.5
12-21,50.0,66.7,53.6,44.6,74.1,43.3,51.8,30.3,22.4,62.7,56.0,,22.4,30.3,44.6,56.0,66.7,74.1,51.8
12-22,49.7,66.7,53.6,44.7,74.1,43.2,51.7,30.2,22.5,62.4,56.2,,22.5,30.2,44.7,56.2,66.7,74.1,51.7
12-23,49.3,66.7,53.8,45.6,74.3,43.3,52.2,30.3,22.3,62.1,56.2,,22.3,30.3,45.6,56.2,66.7,74.3,52.2
12-24,49.5,66.7,53.7,45.1,74.1,43.2,52.3,30.2,22.6,61.9,56.5,,22.6,30.2,45.1,56.5,66.7,74.1,52.3
12-25,49.8,66.4,53.2,45.7,74.2,43.1,52.8,30.6,22.8,61.9,56.7,,22.8,30.6,45.7,56.7,66.4,74.2,52.8
12-26,49.6,66.5,53.5,45.1,74.5,43.5,53.0,30.1,22.6,62.1,56.9,,22.6,30.1,45.1,56.9,66.5,74.5,53.0
12-27,49.5,66.4,53.7,45.1,74.3,43.3,53.4,30.3,22.6,62.4,57.2,,22.6,30.3,45.1,57.2,66.4,74.3,53.4
12-28,49.3,66.4,53.3,46.1,74.3,43.9,53.6,30.3,22.7,62.7,57.4,,22.7,30.3,46.1,57.4,66.4,74.3,53.3
12-29,49.2,66.3,53.1,45.4,74.0,43.1,54.1,30.3,22.7,62.8,57.8,,22.7,30.3,45.4,57.8,66.3,74.0,53.1
12-30,49.3,66.5,53.4,46.2,74.3,43.1,54.5,30.4,22.9,63.0,58.1,,22.9,30.4,46.2,58.1,66.5,74.3,53.4
12-31,49.4,66.0,53.7,45.7,74.2,43.6,54.6,30.4,22.9,62.9,58.3,,22.9,30.4,45.7,58.3,66.0,74.2,53.7
01-01,49.4,66.0,53.4,45.6,74.5,43.4,54.7,30.4,23.1,63.1,58.3,,23.1,30.4,45.6,58.3,66.0,74.5,53.4
01-02,49.7,66.0,53.5,45.7,74.2,43.4,54.6,30.2,23.0,62.9,58.5,,23.0,30.2,45.7,58.5,66.0,74.2,53.5
01-03,49.8,65.8,53.5,45.9,74.2,42.9,54.4,30.3,22.6,63.0,58.5,,22.6,30.3,45.9,58.5,65.8,74.2,53.5
01-04,49.1,65.7,54.0,45.5,74.2,42.1,54.7,30.3,22.6,63.1,58.6,,22.6,30.3,45.5,58.6,65.7,74.2,54.0
01-05,49.7,65.5,53.6,45.4,74.2,42.3,54.5,30.3,22.8,63.0,58.9,,22.8,30.3,45.4,58.9,65.5,74.2,53.6
01-06,49.4,65.6,53.9,45.5,74.0,41.7,54.4,30.7,22.4,63.2,59.1,,22.4,30.7,45.5,59.1,65.6,74.0,53.9
01-07,49.4,65.2,53.7,45.8,74.1,42.1,54.0,30.2,22.9,63.4,59.2,,22.9,30.2,45.8,59.2,65.2,74.1,53.7
01-08,49.6,64.9,53.8,45.8,74.1,42.7,53.9,30.5,22.9,63.4,59.1,,22.9,30.5,45.8,59.1,64.9,74.1,53.8
01-09,49.3,64.9,53.6,46.2,74.0,42.6,54.0,30.6,22.8,63.6,59.2,,22.8,30.6,46.2,59.2,64.9,74.0,53.6
01-10,49.4,64.6,53.8,45.6,73.9,42.5,53.9,30.3,22.9,63.7,59.2,,22.9,30.3,45.6,59.2,64.6,73.9,53.8
01-11,49.8,64.1,53.7,45.7,74.1,42.9,53.8,30.4,23.1,64.1,59.2,,23.1,30.4,45.7,59.2,64.1,74.1,53.7
01-12,49.0,64.3,54.0,45.3,74.0,43.1,53.9,30.5,22.7,64.1,59.3,,22.7,30.5,45.3,59.3,64.3,74.0,53.9
01-13,49.9,64.0,54.4,45.8,74.1,43.3,53.8,30.4,22.9,63.9,59.4,,22.9,30.4,45.8,59.4,64.0,74.1,53.8
01-14,49.4,63.9,53.9,46.0,74.3,43.6,53.7,30.3,23.1,63.8,59.2,,23.1,30.3,46.0,59.2,63.9,74.3,53.7
01-15,49.4,63.8,54.1,46.0,74.1,43.5,53.7,30.6,22.6,63.7,59.4,,22.6,30.6,46.0,59.4,63.8,74.1,53.7
01-16,49.7,63.7,54.4,45.8,74.2,43.6,53.8,30.7,23.1,63.7,59.4,,23.1,30.7,45.8,59.4,63.7,74.2,53.8
01-17,49.2,63.5,54.4,46.0,74.3,43.2,53.8,30.7,22.8,63.5,59.5,,22.8,30.7,46.0,59.5,63.5,74.3,53.8
01-18,49.5,63.5,54.8,45.3,74.4,43.8,53.6,30.5,23.1,63.1,59.6,,23.1,30.5,45.3,59.6,63.5,74.4,53.6
01-19,49.4,63.4,54.8,45.5,74.5,43.2,53.7,30.5,23.3,63.1,59.4,,23.3,30.5,45.5,59.4,63.4,74.5,53.7
01-20,49.0,63.1,54.8,45.6,74.8,43.3,53.9,30.4,23.1,63.1,59.6,,23.1,30.4,45.6,59.6,63.1,74.8,53.9
01-21,49.2,63.1,55.2,45.6,74.5,44.0,53.7,30.5,22.6,63.0,59.7,,22.6,30.5,45.6,59.7,63.1,74.5,53.7
01-22,49.3,63.0,55.2,45.9,74.7,43.8,53.9,30.5,22.9,62.9,59.6,,22.9,30.5,45.9,59.6,63.0,74.7,53.9
01-23,49.1,62.9,55.5,45.6,75.2,43.5,54.0,30.7,23.0,62.7,59.7,,23.0,30.7,45.6,59.7,62.9,75.2,54.0
01-24,48.9,62.7,55.5,45.7,75.1,43.6,53.9,30.3,23.1,62.7,59.7,,23.1,30.3,45.7,59.7,62.7,75.1,53.9
01-25,48.9,62.1,55.4,46.2,75.0,43.8,54.1,30.4,23.4,62.2,59.6,,23.4,30.4,46.2,59.6,62.2,75.0,54.1
01-26,48.7,62.1,55.4,46.0,75.3,43.6,54.4,30.6,23.2,62.0,59.8,,23.2,30.6,46.0,59.8,62.1,75.3,54.4
01-27,48.9,61.6,55.4,39.4,75.3,44.3,54.3,30.3,22.8,62.3,59.7,,22.8,30.3,44.3,59.7,62.3,75.3,54.3
01-28,48.7,61.2,55.8,46.2,75.2,44.2,54.2,30.7,22.7,61.8,59.7,,22.7,30.7,46.2,59.7,61.8,75.2,54.2
01-29,48.7,60.5,55.8,46.0,75.4,44.1,54.2,30.4,23.2,61.8,59.7,,23.2,30.4,46.0,59.7,61.8,75.4,54.2
01-30,48.7,60.5,55.7,45.8,75.4,44.8,54.2,30.7,23.0,61.8,59.6,,23.0,30.7,45.8,59.6,61.8,75.4,54.2
01-31,44.0,60.3,56.1,45.8,75.4,44.9,54.4,30.9,23.4,61.5,59.9,,23.4,30.9,44.9,59.9,61.5,75.4,54.4
02-01,49.2,60.1,55.7,45.6,75.3,45.0,54.8,31.1,23.1,61.1,59.7,,23.1,31.1,45.6,59.7,61.1,75.3,54.8
02-02,48.9,60.5,56.1,45.9,75.6,45.2,55.0,30.3,23.1,61.2,59.7,,23.1,30.3,45.9,59.7,61.2,75.6,55.0
02-03,49.1,60.0,56.1,45.7,75.4,45.0,54.9,30.8,23.4,61.1,59.9,,23.4,30.8,45.7,59.9,61.1,75.4,54.9
02-04,49.0,60.3,56.1,46.2,75.6,45.3,55.0,30.7,23.0,60.8,59.9,,23.0,30.7,46.2,59.9,60.8,75.6,55.0
02-05,49.0,60.3,56.3,46.3,75.4,45.7,54.9,30.5,22.8,60.7,59.9,,22.8,30.5,46.3,59.9,60.7,75.4,54.9
02-06,49.1,60.1,56.1,45.8,75.8,46.0,54.9,30.7,23.1,60.5,59.9,,23.1,30.7,46.0,59.9,60.5,75.8,54.9
02-07,49.1,59.9,56.3,46.0,75.8,46.7,55.1,31.1,23.1,60.4,59.9,,23.1,31.1,46.7,59.9,60.4,75.8,55.1
02-08,49.0,60.1,56.6,46.4,75.9,47.3,55.1,30.8,23.1,59.9,60.0,,23.1,30.8,47.3,59.9,60.1,75.9,55.1
02-09,49.4,60.3,56.7,46.3,75.9,47.1,55.1,31.0,23.6,59.5,60.0,,23.6,31.0,47.1,59.5,60.3,75.9,55.1
02-10,48.9,59.9,56.5,46.0,76.0,47.5,55.2,31.0,23.4,59.4,60.1,,23.4,31.0,47.5,59.4,60.1,76.0,55.2
02-11,48.9,60.0,57.0,46.2,76.0,48.0,55.1,31.2,23.3,59.0,60.1,,23.3,31.2,48.0,59.0,60.1,76.0,55.1
02-12,48.9,60.4,56.6,46.6,76.2,47.5,55.1,31.0,23.1,58.8,60.1,,23.1,31.0,47.5,58.8,60.4,76.2,55.1
02-13,49.3,60.2,57.1,46.3,76.3,47.6,55.5,31.0,23.5,58.9,60.0,,23.5,31.0,47.6,58.9,60.2,76.3,55.5
02-14,49.4,60.6,56.9,46.5,76.3,47.8,55.5,31.1,23.3,58.7,60.2,,23.3,31.1,47.8,58.7,60.6,76.3,55.5
02-15,48.9,60.6,57.5,46.5,76.6,47.8,55.7,31.4,23.1,58.8,60.0,,23.1,31.4,47.8,58.8,60.6,76.6,55.7
02-16,49.2,60.7,58.0,46.1,76.8,47.3,55.4,31.2,23.4,58.6,60.1,,23.4,31.2,47.3,58.6,60.7,76.8,55.4
02-17,48.9,61.1,58.7,46.9,77.1,48.0,55.6,31.4,23.1,58.7,60.2,,23.1,31.4,48.0,58.7,61.1,77.1,55.6
02-18,49.8,60.8,59.1,46.7,77.2,48.0,55.8,31.2,23.1,58.9,60.1,,23.1,31.2,48.0,59.1,60.8,77.2,55.8
02-19,49.4,61.2,60.0,46.9,77.5,48.1,55.7,31.5,23.2,58.7,60.3,,23.2,31.5,48.1,60.0,61.2,77.5,55.7
02-20,49.5,61.4,60.3,46.9,77.6,48.5,56.0,31.2,23.3,58.6,60.2,,23.3,31.2,48.5,60.2,61.4,77.6,56.0
02-21,49.6,61.3,60.5,46.9,77.8,48.4,55.9,31.4,23.6,58.5,60.1,,23.6,31.4,48.4,60.1,61.3,77.8,55.9
02-22,49.5,61.5,60.6,47.3,77.8,48.2,56.1,31.9,23.2,58.6,60.1,,23.2,31.9,48.2,60.1,61.5,77.8,56.1
02-23,49.4,61.9,60.9,47.2,78.1,48.3,56.3,31.7,23.7,58.5,60.1,,23.7,31.7,48.3,60.1,61.9,78.1,56.3
02-24,49.4,61.3,60.9,47.2,77.9,48.7,56.1,31.6,23.5,58.5,60.2,,23.5,31.6,48.7,60.2,61.3,77.9,56.1
02-25,49.4,61.9,61.0,47.4,78.3,48.9,56.0,31.7,23.5,58.4,60.1,,23.5,31.7,48.9,60.1,61.9,78.3,56.0
02-26,49.4,62.0,60.6,47.8,78.3,48.3,56.3,32.0,23.3,58.5,60.1,,23.3,32.0,48.3,60.1,62.0,78.3,56.3
02-27,49.7,61.9,60.5,47.8,78.2,48.2,56.2,31.9,23.3,58.7,60.1,,23.3,31.9,48.2,60.1,61.9,78.2,56.2
02-28,49.6,62.1,60.4,47.5,78.4,48.0,56.2,32.5,23.6,58.5,60.2,,23.6,32.5,48.0,60.2,62.1,78.4,56.2
02-29,,,,47.8,,,,32.5,,,,,23.6,32.5,48.0,60.2,62.1,78.4,56.2
03-01,49.6,62.2,60.6,47.8,78.4,48.1,56.3,32.9,23.5,58.6,60.3,,23.5,32.9,48.1,60.3,62.2,78.4,56.3
03-02,49.5,62.0,60.4,47.8,78.4,48.4,56.2,32.7,23.7,59.2,60.1,,23.7,32.7,48.4,60.1,62.0,78.4,56.2
03-03,49.4,62.5,60.6,48.1,78.4,48.3,56.1,32.8,24.2,59.8,60.3,,24.2,32.8,48.3,60.3,62.5,78.4,56.1
03-04,49.9,62.4,60.3,48.3,78.4,48.2,56.3,33.3,23.3,59.9,60.2,,23.3,33.3,48.3,60.2,62.4,78.4,56.3
03-05,49.8,62.4,60.4,48.7,78.4,48.0,56.3,33.4,23.6,59.8,60.3,,23.6,33.4,48.7,60.3,62.4,78.4,56.3
03-06,49.8,62.4,60.1,49.6,78.3,48.1,56.1,34.1,23.7,59.8,60.3,,23.7,34.1,49.6,60.1,62.4,78.3,56.1
03-07,50.1,62.7,60.1,50.3,78.4,48.2,56.5,33.6,24.2,60.0,60.2,,24.2,33.6,50.1,60.1,62.7,78.4,56.5
03-08,50.1,62.6,60.2,51.0,78.4,48.2,56.4,34.1,23.8,60.1,60.3,,23.8,34.1,50.1,60.2,62.6,78.4,56.4
03-09,50.2,63.0,60.0,51.9,78.3,48.0,56.4,34.6,24.2,60.0,60.2,,24.2,34.6,50.2,60.0,63.0,78.3,56.4
03-10,50.3,62.9,60.0,52.0,78.2,49.9,56.3,35.1,23.7,60.4,60.3,,23.7,35.1,50.3,60.3,62.9,78.2,56.3
03-11,50.1,64.0,60.2,52.5,78.1,50.0,56.6,35.6,24.0,60.3,60.3,,24.0,35.6,50.1,60.3,64.0,78.1,56.6
03-12,50.0,63.3,59.9,53.5,78.0,50.2,56.7,36.7,23.8,60.4,60.3,,23.8,36.7,50.2,60.3,63.3,78.0,56.7
03-13,50.4,63.3,60.1,54.5,78.1,50.7,56.8,38.2,24.4,60.8,60.3,,24.4,38.2,50.7,60.3,63.3,78.1,56.8
03-14,50.2,63.6,59.7,56.1,78.2,50.8,57.2,39.0,24.1,60.7,60.3,,24.1,39.0,50.8,60.3,63.6,78.2,57.2
03-15,50.5,63.8,60.5,56.9,78.3,51.7,57.2,39.7,23.7,61.0,60.5,,23.7,39.7,51.7,60.5,63.8,78.3,57.2
03-16,50.3,63.4,60.5,58.0,78.9,51.3,57.1,40.2,24.5,61.4,60.5,,24.5,40.2,51.3,60.5,63.4,78.9,58.0
03-17,50.5,63.4,61.1,58.1,79.8,51.5,57.0,40.6,23.9,61.3,60.5,,23.9,40.6,51.5,61.1,63.4,79.8,58.1
03-18,50.8,63.1,61.4,57.7,81.4,51.3,57.4,42.0,24.6,61.3,60.7,,24.6,42.0,51.3,61.3,63.1,81.4,57.7
03-19,51.6,63.2,61.2,57.8,83.2,52.1,57.7,41.9,24.7,61.6,60.5,,24.7,41.9,52.1,61.2,63.2,83.2,57.8
03-20,52.1,63.0,61.6,59.0,85.0,51.4,58.0,42.1,24.5,61.6,60.6,,24.5,42.1,52.1,61.6,63.0,85.0,59.0
03-21,52.5,63.3,61.5,60.3,85.7,52.0,58.0,42.8,24.7,61.7,60.7,,24.7,42.8,52.5,61.5,63.3,85.7,60.3
03-22,53.0,63.1,61.7,59.7,86.1,51.6,58.3,42.8,24.2,61.7,60.6,,24.2,42.8,53.0,61.7,63.1,86.1,59.7
03-23,53.2,63.3,61.8,59.6,85.9,51.9,58.3,43.2,24.5,61.7,60.7,,24.5,43.2,53.2,61.7,63.3,85.9,59.6
03-24,53.7,62.9,61.9,60.3,85.5,52.0,58.8,43.5,24.5,61.8,60.6,,24.5,43.5,53.7,61.8,62.9,85.5,60.3
03-25,53.7,63.6,61.9,60.1,85.3,52.0,59.2,43.8,24.7,62.2,60.7,,24.7,43.8,53.7,61.9,63.6,85.3,60.1
03-26,53.7,63.8,62.3,60.3,85.0,51.6,59.1,43.9,24.2,62.8,60.7,,24.2,43.9,53.7,62.3,63.8,85.0,60.3
03-27,54.4,63.4,62.3,60.5,84.7,52.0,59.3,44.0,24.7,63.5,60.7,,24.7,44.0,54.4,62.3,63.5,84.7,60.5
