date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-05,21.0,53.1,60.3,67.7,52.1,10.9,44.7,13.5,9.7,67.1,66.7,,9.7,10.9,21.0,60.3,67.1,67.7,52.1
02-06,21.1,52.3,60.2,67.7,52.4,10.7,45.0,13.9,9.3,66.9,66.2,,9.3,10.7,21.1,60.2,66.9,67.7,52.3
02-07,21.1,52.8,60.0,67.7,52.8,11.5,45.1,13.6,10.1,67.2,66.2,,10.1,11.5,21.1,60.0,67.2,67.7,52.8
02-08,21.1,52.2,60.6,67.9,52.7,11.4,45.6,13.8,10.1,66.8,66.3,,10.1,11.4,21.1,60.6,66.8,67.9,52.2
02-09,21.1,52.4,60.7,67.9,53.1,11.2,46.0,13.9,9.8,66.8,66.2,,9.8,11.2,21.1,60.7,66.8,67.9,52.4
02-10,21.3,52.8,61.8,67.7,52.8,11.6,46.1,14.0,9.9,66.5,66.4,,9.9,11.6,21.3,61.8,66.5,67.7,52.8
02-11,21.9,52.6,62.2,67.8,53.1,11.5,46.4,14.1,9.3,66.3,66.9,,9.3,11.5,21.9,62.2,66.9,67.8,52.6
02-12,21.7,53.5,62.5,68.2,53.6,11.7,46.2,13.7,10.3,66.3,67.0,,10.3,11.7,21.7,62.5,67.0,68.2,53.5
02-13,21.3,52.9,62.7,69.0,53.6,11.5,46.8,14.5,10.6,66.1,66.4,,10.6,11.5,21.3,62.7,66.4,69.0,52.9
02-14,21.4,53.3,62.9,69.2,54.1,11.4,47.1,14.2,10.0,66.1,67.1,,10.0,11.4,21.4,62.9,67.1,69.2,53.3
02-15,21.5,52.7,63.6,69.2,54.6,11.6,47.3,14.0,9.7,65.9,66.5,,9.7,11.6,21.5,63.6,66.5,69.2,52.7
02-16,21.8,53.2,63.8,69.2,55.0,11.1,47.4,14.1,9.8,65.7,66.8,,9.8,11.1,21.8,63.8,66.8,69.2,53.2
02-17,22.0,53.4,63.5,68.9,55.2,11.6,47.8,14.4,11.0,65.9,66.9,,11.0,11.6,22.0,63.5,66.9,68.9,53.4
02-18,21.6,53.9,62.9,69.0,55.5,11.6,48.0,14.0,10.4,66.0,67.0,,10.4,11.6,21.6,62.9,67.0,69.0,53.9
02-19,21.9,53.7,61.9,70.4,55.9,11.4,48.4,14.4,10.8,65.7,67.1,,10.8,11.4,21.9,61.9,67.1,70.4,53.7
02-20,21.8,54.2,61.9,70.5,56.0,11.4,48.4,14.1,10.8,65.8,66.7,,10.8,11.4,21.8,61.9,66.7,70.5,54.2
02-21,22.1,54.2,61.6,70.5,55.9,11.8,48.5,14.4,10.5,65.7,66.8,,10.5,11.8,22.1,61.6,66.8,70.5,54.2
02-22,21.6,54.1,61.0,70.5,55.9,12.0,49.1,14.0,10.9,65.6,67.0,,10.9,12.0,21.6,61.0,67.0,70.5,54.1
02-23,21.7,54.1,61.0,70.4,56.8,12.1,48.9,14.3,10.9,65.7,67.4,,10.9,12.1,21.7,61.0,67.4,70.4,54.1
02-24,21.8,54.0,61.1,70.5,57.4,11.9,49.5,14.3,10.6,65.7,67.2,,10.6,11.9,21.8,61.1,67.2,70.5,54.0
02-25,21.9,54.4,60.9,70.1,57.7,11.3,49.9,14.3,10.6,65.6,67.0,,10.6,11.3,21.9,60.9,67.0,70.1,54.4
02-26,22.2,54.2,60.6,69.8,58.2,11.6,49.8,14.0,10.7,65.8,67.0,,10.7,11.6,22.2,60.6,67.0,69.8,54.2
02-27,21.7,54.4,60.2,69.9,57.8,12.2,49.9,14.8,10.7,65.6,66.9,,10.7,12.2,21.7,60.2,66.9,69.9,54.4
02-28,21.4,54.8,60.2,69.8,58.1,11.7,50.3,14.1,10.5,65.9,67.1,,10.5,11.7,21.4,60.2,67.1,69.8,54.8
02-29,,,,70.4,,,,14.6,,,,,10.5,11.7,21.4,60.2,67.1,69.8,54.8
03-01,22.1,55.5,59.6,71.0,58.0,12.1,49.8,14.4,11.2,65.9,67.3,,11.2,12.1,22.1,59.6,67.3,71.0,55.5
03-02,21.9,55.7,59.8,71.1,57.7,12.0,50.3,14.6,10.9,65.5,67.5,,10.9,12.0,21.9,59.8,67.5,71.1,55.7
03-03,22.3,56.2,59.3,71.5,57.7,12.1,50.8,14.4,10.7,65.9,67.8,,10.7,12.1,22.3,59.3,67.8,71.5,56.2
03-04,21.8,56.6,59.1,72.3,57.1,11.4,50.7,15.1,10.3,65.9,67.6,,10.3,11.4,21.8,59.1,67.6,72.3,56.6
03-05,21.6,56.2,58.9,73.8,57.4,12.2,51.0,14.8,10.9,66.0,67.9,,10.9,12.2,21.6,58.9,67.9,73.8,56.2
03-06,21.9,56.6,59.0,73.8,56.9,11.8,50.8,14.9,11.6,65.9,67.7,,11.6,11.8,21.9,59.0,67.7,73.8,56.6
03-07,22.1,56.8,59.2,73.5,57.3,11.8,51.2,15.0,11.8,66.0,67.9,,11.8,11.8,22.1,59.2,67.9,73.5,56.8
03-08,22.0,56.7,59.3,72.5,57.1,12.4,51.1,15.7,12.5,66.0,68.3,,12.4,12.5,22.0,59.3,68.3,72.5,56.7
03-09,22.5,56.8,61.6,71.5,57.1,12.0,51.4,17.0,12.7,66.1,67.8,,12.0,12.7,22.5,61.6,67.8,71.5,56.8
03-10,22.4,58.4,65.5,71.2,57.0,12.1,51.2,17.5,13.5,66.1,68.2,,12.1,13.5,22.4,65.5,68.2,71.2,57.0
03-11,22.3,58.8,65.0,71.0,57.4,11.7,51.9,19.6,14.0,66.4,68.6,,11.7,14.0,22.3,65.0,68.6,71.0,57.4
03-12,22.8,59.1,64.4,71.5,60.2,11.6,51.6,20.2,14.4,66.5,68.0,,11.6,14.4,22.8,64.4,68.0,71.5,59.1
03-13,23.4,59.1,63.0,72.0,64.5,12.1,51.4,21.6,15.1,66.6,68.5,,12.1,15.1,23.4,64.5,68.5,72.0,59.1
03-14,23.4,60.2,63.4,73.1,65.7,12.6,51.4,23.2,16.0,66.8,68.1,,12.6,16.0,23.4,65.7,68.1,73.1,60.2
03-15,23.8,60.9,63.8,72.9,68.1,12.8,52.1,24.1,15.5,66.8,68.7,,12.8,15.5,24.1,66.8,68.7,72.9,60.9
03-16,25.3,61.5,66.4,72.4,69.6,13.5,52.3,24.6,16.4,66.5,68.7,,13.5,16.4,25.3,66.5,69.6,72.4,61.5
