date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-10,45.2,56.2,61.9,47.1,54.2,54.1,45.2,52.1,33.8,78.1,52.9,,33.8,45.2,47.1,54.2,61.9,78.1,52.9
11-11,44.6,56.7,59.7,47.6,54.2,55.2,44.8,52.4,34.0,77.7,52.8,,34.0,44.6,47.6,55.2,59.7,77.7,52.8
11-12,44.3,56.5,61.5,49.0,54.3,54.4,44.1,52.5,34.1,77.3,49.4,,34.1,44.1,49.0,54.4,61.5,77.3,52.5
11-13,45.0,56.2,60.5,48.9,53.6,54.2,43.9,50.8,34.2,77.0,46.8,,34.2,43.9,46.8,54.2,60.5,77.0,50.8
11-14,44.7,56.2,58.9,47.8,54.3,55.1,43.5,50.6,33.8,77.0,43.2,,33.8,43.2,44.7,55.1,58.9,77.0,50.6
11-15,45.9,56.5,61.1,47.4,53.6,55.7,43.7,49.6,34.1,76.8,42.1,,34.1,42.1,45.9,55.7,61.1,76.8,49.6
11-16,49.9,56.4,58.7,48.0,53.7,53.6,43.6,49.6,34.1,76.4,41.1,,34.1,41.1,48.0,53.7,58.7,76.4,49.9
11-17,54.6,56.4,57.9,48.0,53.5,56.3,43.1,50.6,34.0,76.2,40.6,,34.0,40.6,48.0,56.3,57.9,76.2,53.5
11-18,54.9,55.5,59.0,48.8,52.7,54.3,43.4,50.8,34.1,76.0,40.5,,34.1,40.5,48.8,54.9,59.0,76.0,52.7
11-19,54.5,54.7,56.6,49.5,62.0,53.7,42.9,51.2,34.0,75.7,40.2,,34.0,40.2,49.5,54.7,62.0,75.7,53.7
11-20,55.0,54.5,58.6,50.0,62.3,54.5,42.9,51.8,34.2,75.5,39.9,,34.2,39.9,50.0,55.0,62.3,75.5,54.5
11-21,54.6,56.3,57.5,49.5,62.2,56.3,42.1,51.8,34.1,75.3,39.5,,34.1,39.5,49.5,56.3,62.2,75.3,54.6
11-22,54.6,55.6,58.0,50.4,62.3,64.2,41.7,51.7,34.1,75.1,38.9,,34.1,38.9,50.4,58.0,64.2,75.1,54.6
11-23,53.5,55.2,57.6,50.6,59.1,63.9,42.6,51.6,34.3,74.9,38.7,,34.3,38.7,50.6,57.6,63.9,74.9,53.5
11-24,49.3,54.3,58.0,50.0,58.3,64.4,41.9,51.5,34.2,74.8,38.6,,34.2,38.6,49.3,58.0,64.4,74.8,51.5
11-25,48.7,55.9,58.9,50.2,59.3,66.3,41.9,50.8,34.2,74.5,38.6,,34.2,38.6,48.7,58.9,66.3,74.5,50.8
11-26,46.1,54.1,58.0,50.8,59.2,65.2,42.3,49.4,34.3,74.3,38.9,,34.3,38.9,46.1,58.0,65.2,74.3,50.8
11-27,44.8,55.4,59.4,50.8,61.2,66.3,42.1,49.4,33.8,73.9,38.9,,33.8,38.9,44.8,59.4,66.3,73.9,50.8
11-28,43.9,56.0,59.0,51.4,61.7,66.5,41.9,49.9,33.7,73.7,38.8,,33.7,38.8,43.9,59.0,66.5,73.7,51.4
11-29,44.3,54.6,59.5,50.6,61.5,66.6,41.8,51.3,33.7,73.6,38.8,,33.7,38.8,44.3,59.5,66.6,73.6,51.3
11-30,43.8,54.5,59.6,49.7,61.7,65.8,42.2,52.7,33.7,73.2,38.7,,33.7,38.7,43.8,59.6,65.8,73.2,52.7
12-01,44.4,54.7,59.7,50.5,62.5,66.9,41.9,52.6,33.4,73.0,38.5,,33.4,38.5,44.4,59.7,66.9,73.0,52.6
12-02,44.3,54.5,58.5,49.8,62.4,65.4,42.5,52.4,33.4,72.8,38.6,,33.4,38.6,44.3,58.5,65.4,72.8,52.4
12-03,44.6,55.2,58.3,50.3,62.7,66.0,42.6,52.7,33.2,72.8,38.3,,33.2,38.3,44.6,58.3,66.0,72.8,52.7
12-04,45.0,53.7,57.9,50.4,62.4,65.5,42.0,52.5,33.1,71.7,38.6,,33.1,38.6,45.0,57.9,65.5,71.7,52.5
