date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-11,49.3,70.7,63.9,58.0,80.6,52.2,66.9,49.2,36.9,72.8,69.4,,36.9,49.2,52.2,69.4,72.8,80.6,63.9
01-12,48.9,70.8,64.0,58.1,80.6,52.4,67.2,49.6,36.5,72.8,69.8,,36.5,48.9,52.4,69.8,72.8,80.6,64.0
01-13,49.7,70.8,64.3,58.5,80.5,52.7,67.0,49.7,36.5,72.8,69.9,,36.5,49.7,52.7,69.9,72.8,80.5,64.3
01-14,49.5,70.8,64.6,58.4,80.9,53.0,67.1,50.0,36.7,72.9,70.1,,36.7,49.5,53.0,70.1,72.9,80.9,64.6
01-15,49.6,70.7,65.0,58.6,80.8,52.9,67.1,50.5,36.6,72.8,70.1,,36.6,49.6,52.9,70.1,72.8,80.8,65.0
01-16,49.5,70.6,65.1,58.7,80.9,52.8,67.2,50.7,36.6,72.8,70.2,,36.6,49.5,52.8,70.2,72.8,80.9,65.1
01-17,49.5,70.6,65.3,58.7,80.9,52.7,67.0,50.8,36.5,72.8,70.5,,36.5,49.5,52.7,70.5,72.8,80.9,65.3
01-18,49.4,70.3,65.6,58.7,81.0,52.9,67.0,50.9,36.8,72.6,70.8,,36.8,49.4,52.9,70.3,72.6,81.0,65.6
01-19,49.6,70.4,65.8,58.8,81.0,52.6,67.1,51.1,36.6,72.6,71.0,,36.6,49.6,52.6,70.4,72.6,81.0,65.8
01-20,49.4,70.6,66.0,58.7,81.3,52.4,67.4,51.3,36.8,72.6,71.4,,36.8,49.4,52.4,70.6,72.6,81.3,66.0
01-21,50.5,70.3,66.1,59.0,81.3,53.0,67.4,51.3,36.6,72.7,71.3,,36.6,50.5,53.0,70.3,72.7,81.3,66.1
01-22,50.2,70.5,66.4,59.3,81.3,52.8,67.6,51.3,36.8,72.6,71.4,,36.8,50.2,52.8,70.5,72.6,81.3,66.4
01-23,50.3,70.7,66.6,59.3,81.4,52.9,67.8,51.6,36.7,72.5,71.5,,36.7,50.3,52.9,70.7,72.5,81.4,66.6
01-24,50.2,70.7,66.6,59.5,81.4,52.7,67.8,51.6,37.0,72.4,71.5,,37.0,50.2,52.7,70.7,72.4,81.4,66.6
01-25,50.2,70.2,66.6,59.7,81.3,53.2,67.9,51.8,36.7,72.3,71.2,,36.7,50.2,53.2,70.2,72.3,81.3,66.6
01-26,50.3,70.5,66.4,59.6,81.4,52.9,68.4,51.9,36.9,72.3,71.7,,36.9,50.3,52.9,70.5,72.3,81.4,66.4
01-27,50.4,70.3,66.7,57.4,81.5,52.9,68.3,51.8,36.8,72.3,71.7,,36.8,50.4,52.9,70.3,72.3,81.5,66.7
01-28,50.5,70.0,66.9,59.9,81.6,53.4,68.5,52.0,36.8,72.3,71.5,,36.8,50.5,53.4,70.0,72.3,81.6,66.9
01-29,50.8,69.8,66.9,60.1,81.6,52.8,68.6,52.1,36.9,72.1,71.5,,36.9,50.8,52.8,69.8,72.1,81.6,66.9
01-30,50.9,69.7,66.9,60.1,81.6,53.2,68.7,52.2,36.7,72.1,71.7,,36.7,50.9,53.2,69.7,72.1,81.6,66.9
01-31,50.8,69.3,67.2,60.2,81.6,53.4,68.8,52.3,37.1,72.0,71.6,,37.1,50.8,53.4,69.3,72.0,81.6,67.2
02-01,51.7,69.4,67.1,60.2,81.7,53.3,68.9,52.4,36.9,72.0,71.5,,36.9,51.7,53.3,69.4,72.0,81.7,67.1
02-02,51.5,69.6,67.3,60.6,81.7,53.6,69.1,52.1,36.8,71.9,71.7,,36.8,51.5,53.6,69.6,71.9,81.7,67.3
