date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-25,35.5,14.9,8.7,29.4,22.6,35.8,33.2,13.2,19.8,15.6,12.2,25.3,21.1,,8.7,12.4,15.3,26.9,35.0,35.8,21.1
02-26,35.5,14.7,8.6,29.4,22.3,35.6,33.4,13.1,19.6,15.8,12.2,25.7,21.0,,8.6,12.4,15.4,27.2,35.1,35.6,21.0
02-27,35.4,15.5,8.4,29.2,22.2,35.7,33.0,13.1,19.5,15.7,12.3,25.3,21.2,,8.4,12.5,15.6,26.9,34.9,35.7,21.2
02-28,36.1,15.2,9.2,22.8,22.3,36.0,33.2,13.5,19.9,15.3,12.4,25.3,21.2,,9.2,12.6,15.3,23.8,35.5,36.1,21.2
02-29,,15.3,,,,35.3,,,,16.0,,,,,9.2,12.6,15.3,23.8,35.5,36.1,21.2
03-01,35.6,15.3,10.1,29.5,22.1,35.7,33.0,13.2,19.9,15.7,11.9,25.1,21.1,,10.1,12.2,15.5,26.9,35.1,35.7,21.1
03-02,36.2,15.1,8.1,29.4,21.8,36.5,32.6,13.4,20.3,15.7,12.5,25.6,21.0,,8.1,12.7,15.5,27.1,35.5,36.5,21.0
03-03,36.4,15.0,8.8,29.8,22.2,37.0,32.9,13.6,20.3,15.5,12.4,30.3,21.1,,8.8,12.7,15.3,30.0,35.7,37.0,21.1
03-04,36.6,15.3,8.7,29.7,21.9,38.3,33.0,13.7,20.7,15.5,12.1,30.6,21.1,,8.7,12.5,15.4,30.0,35.9,38.3,21.1
03-05,36.5,15.7,9.6,29.7,22.0,39.4,33.1,13.3,20.8,15.9,12.3,30.3,21.1,,9.6,12.5,15.8,29.9,35.8,39.4,21.1
03-06,36.6,15.7,9.9,30.1,22.1,41.1,32.9,13.7,20.5,15.6,12.0,29.4,21.0,,9.9,12.3,15.6,29.7,35.8,41.1,21.0
03-07,36.4,15.9,10.1,30.1,21.9,42.6,33.0,13.4,20.9,15.6,12.5,29.4,21.1,,10.1,12.7,15.8,29.7,35.7,42.6,21.1
03-08,36.8,16.4,10.3,29.7,21.8,42.5,32.8,13.4,20.6,15.9,12.2,29.3,21.0,,10.3,12.5,16.2,29.5,36.0,42.5,21.0
03-09,36.9,16.5,10.1,30.0,21.7,43.1,32.8,13.4,20.7,16.0,13.1,29.0,21.3,,10.1,13.2,16.3,29.4,36.1,43.1,21.3
