date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-10,46.4,51.6,49.2,38.7,56.6,34.6,59.0,55.4,34.5,36.2,20.5,56.4,22.0,,20.5,24.5,35.5,53.1,56.6,59.0,46.4
12-11,46.4,51.2,49.5,38.6,57.2,35.1,58.5,54.9,35.0,36.4,20.4,55.8,21.8,,20.4,24.5,35.9,52.7,56.9,58.5,46.4
12-12,47.4,50.7,49.5,38.4,57.0,34.8,58.7,54.9,34.9,36.8,20.3,56.2,21.7,,20.3,24.3,36.0,52.4,56.8,58.7,47.4
12-13,47.5,50.3,49.5,38.5,56.7,35.5,58.4,54.4,34.8,36.9,20.4,56.3,22.0,,20.4,24.5,36.3,52.0,56.6,58.4,47.5
12-14,47.0,50.2,49.6,38.7,57.1,34.9,57.9,54.8,34.5,37.4,19.5,56.0,22.2,,19.5,24.7,36.4,52.1,56.9,57.9,47.0
12-15,47.5,49.4,49.7,38.5,56.8,35.1,58.2,54.5,34.8,37.4,19.7,56.0,22.2,,19.7,24.7,36.4,51.6,56.7,58.2,47.5
12-16,47.4,48.8,49.5,38.5,56.5,34.8,58.1,54.2,34.6,38.0,19.8,55.9,22.0,,19.8,24.5,36.7,51.4,56.4,58.1,47.4
12-17,46.9,48.4,49.9,38.2,56.8,34.8,57.6,54.3,35.0,38.2,19.7,55.5,22.1,,19.7,24.6,36.9,51.6,56.6,57.6,46.9
12-18,47.7,47.6,50.0,38.4,56.4,35.2,58.3,54.4,34.8,38.7,20.0,55.8,22.1,,20.0,24.6,37.1,51.8,56.2,58.3,47.6
12-19,47.6,47.2,50.0,38.4,57.0,35.1,57.9,54.0,34.5,38.7,20.1,55.5,22.2,,20.1,24.7,37.0,51.6,56.7,57.9,47.2
12-20,46.9,47.2,50.0,38.4,56.1,34.9,57.8,53.8,34.4,39.3,20.0,55.3,22.2,,20.0,24.6,37.0,51.5,56.0,57.8,46.9
12-21,47.0,46.8,50.1,38.2,56.8,34.8,58.2,54.2,34.5,39.8,19.9,55.3,22.1,,19.9,24.6,36.9,51.7,56.5,58.2,46.8
12-22,47.5,46.5,50.1,38.2,57.1,35.2,57.8,53.7,34.5,39.1,20.0,55.2,22.2,,20.0,24.7,37.0,51.5,56.7,57.8,46.5
12-23,46.7,46.2,50.2,38.4,57.0,34.9,57.7,53.8,35.2,39.4,20.3,55.1,22.1,,20.3,24.7,37.1,51.7,56.6,57.7,46.2
12-24,47.4,45.5,50.5,38.0,56.8,35.4,57.9,53.6,35.1,39.6,20.4,55.3,22.3,,20.4,24.9,37.0,51.7,56.5,57.9,45.5
12-25,47.4,45.8,50.1,38.4,57.3,35.7,57.7,53.8,34.6,39.7,20.3,55.3,21.8,,20.3,24.4,37.3,51.6,56.9,57.7,45.8
12-26,47.6,45.5,50.2,38.1,56.6,35.4,57.7,53.7,34.4,39.8,20.4,55.3,22.1,,20.4,24.5,37.0,51.6,56.3,57.7,45.5
12-27,47.4,45.5,50.3,38.2,57.0,35.2,57.4,53.5,34.8,40.2,20.1,55.4,22.1,,20.1,24.6,37.0,51.6,56.7,57.4,45.5
12-28,47.6,45.2,50.3,38.0,57.1,35.4,58.2,53.4,34.8,40.2,20.0,55.3,22.1,,20.0,24.6,37.0,51.5,56.7,58.2,45.2
12-29,47.1,45.2,50.5,38.0,56.7,35.3,57.7,53.5,34.9,40.3,20.4,55.2,22.3,,20.4,24.8,36.9,51.7,56.4,57.7,45.2
12-30,46.9,45.5,50.7,38.0,56.4,35.5,57.7,52.8,34.3,40.6,20.1,55.3,22.3,,20.1,24.7,37.0,51.5,56.1,57.7,45.5
12-31,47.6,45.4,50.5,38.1,56.7,35.9,58.0,53.2,34.3,40.5,20.5,55.3,22.3,,20.5,24.7,37.2,51.6,56.4,58.0,45.4
