date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-25,72.6,40.6,53.9,52.7,57.1,48.2,69.7,54.6,51.4,51.2,33.2,63.0,58.9,,33.2,42.1,51.3,57.8,68.4,72.6,53.9
01-26,72.3,41.2,53.9,52.7,56.6,48.3,69.7,54.5,51.6,51.7,33.4,62.9,58.6,,33.4,42.6,51.7,57.4,68.4,72.3,53.9
01-27,72.3,42.1,53.8,52.2,56.2,48.6,69.7,54.6,51.7,51.5,33.2,63.1,58.0,,33.2,43.4,51.6,56.9,68.4,72.3,53.8
01-28,71.9,42.1,54.3,51.5,56.7,49.1,69.9,54.6,51.9,51.7,32.9,62.9,58.0,,32.9,43.5,51.6,57.2,68.5,71.9,54.3
01-29,72.0,42.9,54.1,51.0,56.9,49.1,70.2,54.8,52.0,52.0,33.4,62.9,58.1,,33.4,44.1,51.6,57.4,68.7,72.0,54.1
01-30,71.7,36.9,54.3,50.1,57.0,49.4,70.1,54.8,52.1,52.1,33.5,63.0,58.3,,33.5,39.4,51.3,57.5,68.7,71.7,54.3
01-31,72.0,43.0,54.5,50.2,58.0,49.6,70.1,55.1,51.9,51.9,33.4,62.9,58.1,,33.4,44.3,51.2,58.0,68.7,72.0,54.5
02-01,71.8,43.5,54.6,50.7,58.1,50.1,70.0,55.0,52.4,52.4,33.8,62.7,57.3,,33.8,44.8,51.7,57.6,68.5,71.8,54.6
02-02,71.5,43.0,54.9,51.2,58.3,50.4,70.0,55.1,52.8,52.2,34.3,62.6,57.0,,34.3,44.5,51.8,57.5,68.5,71.5,54.9
02-03,71.3,43.6,54.9,50.6,58.6,50.6,70.1,55.4,55.0,52.3,34.2,62.9,56.6,,34.2,45.0,51.6,57.4,68.7,71.3,55.0
02-04,71.4,44.1,55.3,51.1,59.5,50.6,70.3,55.5,55.3,52.6,34.6,62.5,56.5,,34.6,45.4,52.0,57.7,68.8,71.4,55.3
02-05,71.3,44.0,55.2,51.0,60.4,50.8,70.0,55.8,55.1,52.4,35.1,62.4,56.8,,35.1,45.4,51.9,58.2,68.5,71.3,55.2
02-06,71.4,43.7,55.5,51.2,61.4,51.3,70.3,56.3,54.6,52.8,35.1,62.4,56.9,,35.1,45.2,52.2,58.7,68.7,71.4,55.5
02-07,71.4,44.2,55.8,51.0,62.1,51.4,70.0,56.9,54.4,52.9,35.6,62.1,56.9,,35.6,45.6,52.3,59.0,68.5,71.4,55.8
02-08,71.2,44.4,55.4,51.2,62.4,51.8,71.0,57.3,54.6,52.8,35.3,62.1,57.0,,35.3,45.8,52.4,59.2,69.3,71.2,55.4
02-09,71.0,43.9,55.3,51.1,62.9,51.7,70.8,58.0,54.5,53.5,35.6,61.8,57.0,,35.6,45.3,52.8,59.5,69.3,71.0,55.3
02-10,70.9,44.2,55.5,51.0,63.7,51.9,73.0,58.4,54.8,53.5,36.5,61.8,57.0,,36.5,45.5,52.9,59.8,69.4,73.0,55.5
02-11,70.8,44.5,55.5,51.0,63.9,52.5,77.4,58.6,54.7,53.6,36.0,61.9,56.8,,36.0,45.8,53.2,59.9,69.4,77.4,55.5
02-12,70.9,44.6,55.7,51.8,63.6,52.1,77.0,58.9,54.9,53.9,37.0,61.7,56.9,,37.0,46.0,53.1,60.0,69.5,77.0,55.7
02-13,70.8,44.6,55.8,51.7,64.0,52.3,76.7,58.7,54.8,53.6,37.5,61.6,56.9,,37.5,46.0,53.1,59.9,69.4,76.7,55.8
02-14,71.0,45.0,55.7,51.7,64.2,52.7,76.6,58.6,55.0,53.7,38.2,61.8,56.9,,38.2,46.3,53.3,59.9,69.6,76.6,55.7
02-15,70.9,45.4,55.7,52.1,64.3,52.9,76.0,58.5,58.0,54.1,38.7,61.6,57.0,,38.7,46.8,53.6,59.7,69.6,76.0,57.0
02-16,70.8,45.6,55.8,52.2,64.4,53.0,74.9,58.5,57.3,53.7,47.6,61.9,57.0,,45.6,48.5,53.4,59.9,69.5,74.9,57.0
02-17,70.7,45.5,55.5,52.6,64.4,53.1,74.3,58.3,56.9,54.1,40.4,61.6,56.8,,40.4,47.0,53.7,59.6,69.4,74.3,56.8
02-18,70.7,45.9,55.8,52.3,63.9,53.5,74.2,58.2,56.4,54.0,40.7,61.8,56.5,,40.7,47.2,53.8,59.6,69.4,74.2,56.4
02-19,70.5,45.6,55.9,52.5,63.2,53.5,73.7,58.8,56.5,54.1,41.1,61.8,56.6,,41.1,47.0,53.9,60.0,69.1,73.7,56.5
02-20,71.0,45.9,55.8,52.6,63.4,53.8,74.1,58.8,56.6,54.1,40.9,61.8,56.5,,40.9,47.2,54.0,60.0,69.5,74.1,56.5
02-21,70.8,46.0,55.8,52.9,63.7,54.0,74.0,58.6,56.7,54.2,41.5,61.8,56.7,,41.5,47.3,54.1,59.9,69.4,74.0,56.7
02-22,70.6,46.0,56.1,53.5,63.6,54.3,75.1,58.4,56.5,54.0,41.8,61.9,56.7,,41.8,47.5,54.2,59.8,69.2,75.1,56.5
02-23,70.6,46.4,55.9,53.6,63.4,54.5,74.6,58.0,56.3,54.0,41.7,61.9,56.9,,41.7,47.8,54.3,59.6,69.2,74.6,56.3
02-24,70.8,46.6,55.6,54.0,62.3,55.1,75.1,57.5,56.3,54.2,42.1,62.0,57.0,,42.1,48.1,54.7,59.3,69.1,75.1,56.3
02-25,70.9,46.7,56.2,54.1,61.4,55.1,74.6,57.3,56.8,54.0,41.8,62.1,57.0,,41.8,48.2,54.7,58.9,69.1,74.6,56.8
