date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR)
08-07,39.1,18.7,17.5,25.2,19.0,22.6,32.5,16.2,29.7,21.3,16.7,25.4,31.6,,16.2,16.8,18.9,27.1,32.3,39.1,22.5,22.6
08-08,39.1,18.7,17.5,25.2,19.4,23.0,32.5,16.2,29.7,21.3,16.7,25.6,31.6,,16.2,16.8,19.1,27.2,32.3,39.1,22.7,23.0
08-09,39.1,18.7,17.5,25.2,19.4,23.0,32.6,16.2,29.9,21.3,16.7,25.6,31.6,,16.2,16.8,19.1,27.3,32.4,39.1,22.7,23.0
08-10,39.1,18.7,17.5,25.2,19.4,23.0,32.7,16.2,29.9,21.3,16.7,25.6,31.6,,16.2,16.8,19.1,27.3,32.5,39.1,22.7,23.0
08-11,39.1,18.8,17.5,25.2,19.4,23.1,32.7,16.2,29.9,21.3,16.7,25.6,31.6,,16.2,16.8,19.1,27.3,32.5,39.1,22.7,23.1
08-12,39.2,18.8,17.6,25.2,19.7,23.2,32.7,16.2,29.9,21.3,16.7,25.6,31.6,,16.2,16.8,19.3,27.3,32.5,39.2,22.8,23.2
08-13,39.2,18.8,17.6,25.3,19.7,23.2,32.7,16.2,29.9,21.3,16.7,25.6,31.6,,16.2,16.9,19.3,27.3,32.5,39.2,22.8,23.2
08-14,39.2,18.8,17.6,25.3,19.7,23.2,32.7,16.2,29.9,21.3,16.7,26.1,31.6,,16.2,16.9,19.3,27.6,32.5,39.2,22.8,23.2
08-15,39.2,18.8,17.6,25.3,19.7,23.2,32.7,16.2,29.9,21.3,16.7,26.3,31.6,,16.2,16.9,19.3,27.7,32.5,39.2,22.9,23.2
08-16,39.4,18.8,17.6,25.3,19.7,23.2,32.8,16.2,29.9,21.3,16.7,26.3,31.6,,16.2,16.9,19.3,27.7,32.5,39.4,22.9,23.2
08-17,39.4,18.8,17.6,25.3,19.7,23.2,32.8,16.3,29.9,21.3,16.7,26.3,31.6,,16.3,16.9,19.3,27.7,32.5,39.4,22.9,23.2
08-18,39.5,18.8,17.6,25.3,19.8,23.2,32.8,16.3,29.9,21.3,16.7,26.3,31.8,,16.3,16.9,19.4,27.7,32.6,39.5,22.9,23.2
08-19,39.5,18.8,17.6,25.3,19.8,23.2,32.8,16.3,29.9,21.3,17.4,26.3,31.8,,16.3,17.4,19.4,27.7,32.6,39.5,22.9,23.2
08-20,39.5,18.8,17.6,25.6,19.8,23.2,32.8,16.3,29.9,21.3,17.8,26.5,32.1,,16.3,17.7,19.4,27.9,32.7,39.5,22.9,23.2
08-21,39.5,18.8,17.7,25.9,19.8,23.2,32.8,16.3,29.9,21.3,17.8,26.7,32.3,,16.3,17.7,19.4,28.0,32.7,39.5,22.9,23.2
08-22,39.5,18.8,17.7,26.0,19.8,23.2,32.8,16.3,29.9,21.3,18.3,26.9,32.4,,16.3,17.9,19.4,28.1,32.7,39.5,22.9,23.2
08-23,39.5,18.8,17.7,26.7,19.8,23.2,32.8,16.6,29.9,21.3,18.5,26.9,32.6,,16.6,17.9,19.4,28.1,32.8,39.5,22.9,23.2
08-24,39.5,18.8,17.8,26.9,19.8,23.2,33.2,16.6,29.9,21.3,18.5,26.9,32.7,,16.6,17.9,19.4,28.1,33.1,39.5,22.9,23.2
08-25,39.5,18.8,17.9,26.9,19.8,23.2,33.3,16.6,29.9,21.3,18.5,26.9,32.8,,16.6,18.1,19.4,28.1,33.2,39.5,22.9,23.2
08-26,39.5,18.8,18.0,26.9,19.8,23.2,33.3,16.6,29.9,21.3,18.5,26.9,32.8,,16.6,18.1,19.4,28.1,33.2,39.5,22.9,23.2
08-27,39.5,18.8,18.0,27.4,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,32.9,,16.6,18.1,19.5,28.4,33.2,39.5,22.9,23.2
08-28,39.5,18.8,18.2,27.6,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,33.0,,16.6,18.3,19.5,28.5,33.2,39.5,22.9,23.2
08-29,39.8,18.8,18.2,27.7,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,33.0,,16.6,18.3,19.5,28.6,33.2,39.8,22.9,23.2
08-30,40.0,18.8,18.3,27.7,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,33.0,,16.6,18.3,19.5,28.6,33.2,40.0,22.9,23.2
08-31,40.0,18.9,18.3,27.7,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,33.0,,16.6,18.3,19.5,28.6,33.2,40.0,22.9,23.2
09-01,40.0,19.0,18.3,27.7,19.9,23.2,33.3,16.6,29.9,21.3,18.5,27.0,33.0,,16.6,18.3,19.6,28.6,33.2,40.0,23.0,23.2
09-02,40.0,19.9,18.3,27.7,19.9,23.3,33.3,16.6,29.9,21.3,18.6,27.0,33.1,,16.6,18.4,19.9,28.6,33.2,40.0,23.1,23.3
09-03,40.0,20.0,18.4,27.7,19.9,23.3,33.3,16.6,29.9,21.4,18.7,27.0,33.1,,16.6,18.5,20.0,28.6,33.2,40.0,23.1,23.3
09-04,40.0,20.0,18.4,27.7,19.9,23.3,33.3,16.6,30.0,21.4,19.0,27.0,33.3,,16.6,18.5,20.0,28.6,33.3,40.0,23.1,23.3
09-05,40.0,20.1,18.4,27.7,19.9,23.3,33.3,16.6,30.0,21.4,19.0,27.0,34.3,,16.6,18.5,20.0,28.6,34.1,40.0,23.1,23.3
09-06,40.1,20.1,18.4,27.8,19.9,23.3,33.3,16.6,30.0,21.4,19.0,27.0,34.4,,16.6,18.5,20.0,28.7,34.1,40.1,23.1,23.3
09-07,40.1,20.1,18.4,27.8,19.9,23.3,33.3,16.7,30.1,21.4,19.0,27.0,34.6,,16.7,18.5,20.0,28.7,34.3,40.1,23.2,23.3
09-08,40.1,20.1,19.0,27.8,19.9,23.3,33.3,16.7,30.1,21.4,19.0,27.0,34.6,,16.7,19.0,20.0,28.7,34.3,40.1,23.2,23.3
09-09,40.1,20.1,19.4,28.1,19.9,23.3,33.3,16.7,30.5,21.5,19.0,27.0,34.6,,16.7,19.0,20.0,29.1,34.4,40.1,23.2,23.3
09-10,40.1,20.1,19.4,28.7,19.9,23.3,33.3,16.7,30.5,21.5,19.0,27.1,34.6,,16.7,19.0,20.0,29.4,34.4,40.1,23.2,23.3
09-11,40.2,20.2,19.4,28.7,19.9,23.3,33.3,16.7,30.6,21.5,19.0,27.1,34.6,,16.7,19.1,20.1,29.4,34.4,40.2,23.3,23.3
09-12,40.2,20.2,19.6,28.7,19.9,23.3,33.3,16.7,31.0,21.5,19.2,27.1,34.6,,16.7,19.3,20.1,29.6,34.4,40.2,23.4,23.3
09-13,40.2,20.2,20.3,28.7,19.9,23.3,33.3,16.7,31.0,21.5,19.2,27.1,34.6,,16.7,19.4,20.2,29.6,34.4,40.2,23.5,23.3
09-14,40.2,20.2,20.6,28.7,19.9,25.6,33.3,16.7,31.0,21.5,19.3,27.2,34.9,,16.7,19.4,20.4,29.6,34.6,40.2,24.5,25.6
09-15,40.5,20.2,20.7,28.7,20.1,25.8,33.4,16.7,31.0,21.5,19.3,27.4,34.9,,16.7,19.5,20.5,29.6,34.6,40.5,24.7,25.8
09-16,40.5,20.2,20.7,28.7,20.9,25.9,34.0,16.7,31.0,21.5,19.3,27.6,34.9,,16.7,19.5,20.9,29.6,34.7,40.5,24.8,25.9
09-17,40.7,20.2,20.7,28.7,21.7,25.9,34.0,16.7,31.0,21.5,19.3,27.9,34.9,,16.7,19.5,21.2,29.6,34.7,40.7,25.0,25.9
09-18,41.8,20.2,20.8,28.7,21.8,25.9,34.0,16.7,31.1,21.5,19.3,27.9,34.9,,16.7,19.5,21.2,29.7,34.7,41.8,25.0,25.9
09-19,41.9,20.2,20.8,28.7,22.0,25.9,34.2,16.7,31.1,21.5,19.5,27.9,34.9,,16.7,19.6,21.3,29.7,34.8,41.9,25.0,25.9
09-20,42.0,20.2,20.8,28.7,22.0,25.9,34.7,16.7,31.1,21.6,19.6,27.9,34.9,,16.7,19.7,21.3,29.7,34.9,42.0,25.0,25.9
09-21,42.1,20.2,20.8,28.7,22.0,25.9,34.7,16.7,31.4,21.6,19.6,27.9,34.9,,16.7,19.7,21.3,29.8,34.9,42.1,25.1,25.9
09-22,42.1,20.2,20.8,28.9,22.0,25.9,35.1,16.7,31.4,21.6,19.7,28.0,35.1,,16.7,19.8,21.3,29.9,35.1,42.1,25.1,25.9
09-23,42.2,20.2,20.8,28.9,22.0,26.7,35.2,16.7,31.4,21.6,19.7,28.2,35.4,,16.7,19.8,21.3,29.9,35.4,42.2,25.5,26.7
09-24,42.2,20.2,20.8,28.9,22.0,27.3,35.5,16.7,31.4,21.6,19.7,28.2,35.4,,16.7,19.8,21.3,29.9,35.5,42.2,25.8,27.3
09-25,42.2,20.2,20.9,28.9,22.0,28.0,35.8,16.7,31.4,21.6,19.7,28.2,35.5,,16.7,19.8,21.3,29.9,35.7,42.2,26.0,28.0
09-26,42.2,20.3,21.3,28.9,22.0,28.0,35.8,16.7,31.4,21.6,19.7,28.2,35.5,,16.7,19.8,21.5,29.9,35.7,42.2,26.1,28.0
09-27,42.3,20.4,21.4,28.9,22.0,28.0,35.8,16.7,31.4,21.6,19.7,28.2,35.5,,16.7,19.8,21.5,29.9,35.7,42.3,26.1,28.0
09-28,42.3,20.5,21.4,30.6,22.0,28.0,35.8,16.7,31.6,21.6,19.7,28.2,35.5,,16.7,19.9,21.5,31.0,35.7,42.3,26.3,28.0
09-29,42.3,20.5,21.4,31.1,22.0,28.0,35.8,16.7,31.8,21.6,19.8,28.2,35.5,,16.7,19.9,21.6,31.4,35.7,42.3,26.3,28.0
09-30,42.3,20.5,21.5,31.1,22.0,28.1,35.8,16.7,32.2,21.6,19.8,28.3,35.5,,16.7,19.9,21.6,31.6,35.7,42.3,26.3,28.1
