date,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-02,25.4,31.5,8.2,31.7,24.1,24.5,32.7,17.4,28.7,21.7,20.1,23.5,34.6,16.9,,8.2,17.0,21.6,28.9,32.4,34.6,24.3
03-03,27.7,25.4,22.9,29.6,29.4,13.0,32.7,27.2,31.0,17.1,24.8,29.3,38.2,14.6,,13.0,15.4,24.6,29.4,32.2,38.2,27.5
03-04,27.5,18.7,27.8,11.8,24.6,12.7,34.2,33.0,17.5,10.8,26.7,27.0,30.9,14.5,,10.8,12.1,17.2,27.5,32.4,34.2,25.7
03-05,21.5,25.7,35.0,23.9,26.6,25.2,39.4,28.6,11.4,24.4,31.2,27.5,24.6,17.4,,11.4,18.6,24.4,27.6,33.8,39.4,25.5
03-06,25.5,25.5,32.6,31.8,34.4,27.0,33.9,10.9,12.4,29.8,37.0,35.2,12.1,14.9,,10.9,12.2,24.5,32.8,34.9,37.0,28.4
03-07,25.2,24.4,19.6,29.6,25.2,27.0,21.8,22.0,23.5,27.0,35.9,33.7,4.8,12.4,,4.8,14.5,22.0,27.0,32.5,35.9,24.8
03-08,20.3,21.7,19.5,28.1,25.5,25.9,20.7,33.8,30.6,23.5,26.2,38.0,18.5,18.0,,18.0,18.8,20.6,26.3,32.8,38.0,24.5
03-09,21.3,26.0,26.9,21.6,35.2,27.4,24.3,36.2,31.0,12.0,25.8,27.3,13.6,16.5,,12.0,14.4,21.6,27.3,33.9,36.2,25.9
03-10,16.2,33.5,28.0,23.8,35.9,28.7,33.0,36.0,24.6,18.6,27.1,17.9,2.5,28.8,,2.5,16.7,23.3,29.3,35.2,36.0,27.6
03-11,15.2,29.5,31.1,29.9,15.2,35.2,38.9,34.0,26.2,17.4,32.4,15.3,16.9,16.8,,15.2,15.2,16.9,31.2,34.8,38.9,27.9
03-12,26.4,27.3,33.3,30.9,17.5,32.1,34.0,35.0,31.5,25.6,31.8,18.0,24.4,20.8,,17.5,18.9,25.5,31.8,33.8,35.0,29.1
03-13,28.0,28.9,37.1,34.4,25.7,30.5,31.9,37.9,33.4,18.5,25.0,22.2,24.9,20.8,,18.5,21.2,25.0,32.1,36.3,37.9,28.4
03-14,24.0,30.2,35.9,39.7,25.7,35.3,26.2,39.8,35.9,12.1,28.2,24.2,22.1,29.2,,12.1,22.7,25.5,35.4,38.6,39.8,28.7
03-15,22.9,32.1,37.4,39.7,23.4,42.1,18.0,43.2,26.3,15.7,32.0,27.0,30.9,26.8,,15.7,19.4,26.0,32.6,41.4,43.2,29.0
03-16,26.2,36.8,40.1,31.8,35.2,42.0,22.3,40.0,21.8,21.2,34.1,20.3,26.1,6.8,,6.8,20.6,22.2,35.3,40.1,42.0,29.0
03-17,35.2,16.9,34.3,24.8,28.2,42.1,26.0,40.6,24.1,22.6,34.1,22.4,19.6,3.6,,3.6,17.7,22.6,34.1,39.0,42.1,25.4
03-18,30.5,22.5,24.9,23.6,15.7,36.5,18.2,44.7,15.8,21.6,28.4,29.2,20.1,13.0,,13.0,15.7,19.9,28.5,34.7,44.7,23.0
03-19,12.0,29.4,14.4,23.6,17.8,30.8,22.9,42.3,15.7,18.4,24.7,36.8,26.6,23.6,,12.0,14.8,18.3,26.9,35.0,42.3,23.6
03-20,14.4,27.5,18.6,32.0,29.8,33.4,32.7,41.6,21.8,26.8,21.6,28.8,27.5,23.1,,14.4,19.5,23.0,30.0,33.2,41.6,27.5
03-21,29.6,27.9,30.7,21.6,28.9,36.6,41.4,42.3,31.6,31.1,20.3,14.9,19.0,21.1,,14.9,19.4,21.6,31.2,39.9,42.3,29.3
03-22,27.2,18.2,34.4,9.0,23.7,34.9,25.8,36.8,37.2,27.2,24.2,16.3,20.7,23.8,,9.0,16.9,23.4,27.9,36.2,37.2,25.0
03-23,20.8,20.8,41.8,6.6,25.9,31.9,20.8,31.1,29.4,28.1,25.3,18.3,29.0,13.9,,6.6,15.2,20.8,29.1,31.7,41.8,25.6
03-24,23.4,26.9,40.0,3.2,30.6,30.2,26.5,33.4,31.6,25.9,30.1,18.0,36.6,10.9,,3.2,13.1,25.6,30.7,35.6,40.0,28.5
03-25,27.0,21.5,42.4,11.1,35.3,25.8,18.0,33.2,27.9,26.0,27.0,23.8,40.4,7.2,,7.2,13.2,23.6,28.4,38.9,42.4,26.5
03-26,20.7,19.8,29.3,28.1,30.2,36.2,14.4,28.3,17.0,35.9,19.8,21.4,45.7,-1.5,,-1.5,15.1,19.8,29.4,36.1,45.7,24.8
03-27,20.5,24.9,31.4,28.7,22.7,38.7,28.4,29.4,22.2,38.4,13.7,24.6,46.9,7.1,,7.1,15.8,22.7,29.6,38.6,46.9,26.6
03-28,27.5,20.5,38.0,33.8,25.6,42.8,30.6,25.2,26.2,34.1,18.0,34.2,40.3,26.9,,18.0,21.9,26.1,34.1,39.6,42.8,29.0
03-29,38.2,21.1,34.2,33.6,35.2,38.0,24.4,28.7,27.2,23.8,19.9,29.2,30.4,32.6,,19.9,21.9,26.9,33.7,37.2,38.2,29.8
03-30,37.7,32.2,38.0,33.1,29.2,38.8,19.1,35.2,34.2,18.8,24.2,11.3,28.1,19.9,,11.3,18.9,23.7,34.3,37.9,38.8,30.7
03-31,26.7,40.0,44.3,33.0,23.8,44.1,24.4,30.0,37.3,18.5,35.5,19.8,25.3,20.4,,18.5,19.9,24.4,35.7,42.8,44.3,28.4
04-01,17.1,40.9,31.9,30.7,26.0,30.6,24.7,27.2,38.3,26.4,34.6,32.6,27.9,28.6,,17.1,25.1,27.1,32.0,37.2,40.9,29.6
04-02,19.0,44.9,21.1,27.4,16.4,19.0,28.7,27.0,31.4,32.7,12.5,37.8,33.9,29.2,,12.5,17.2,20.9,31.5,36.7,44.9,28.0
04-03,22.2,19.7,29.8,32.8,18.6,20.3,36.4,23.7,19.7,31.1,13.6,41.3,30.5,19.1,,13.6,18.8,19.7,30.5,35.3,41.3,23.0
04-04,23.7,27.7,38.5,38.0,24.8,33.3,37.9,16.2,34.1,32.8,30.3,45.4,35.2,10.6,,10.6,18.5,27.4,35.4,38.3,45.4,33.0
04-05,26.7,38.2,38.5,35.2,23.3,39.2,30.5,24.3,33.4,37.8,33.9,40.6,22.8,8.2,,8.2,23.0,26.4,37.8,39.0,40.6,33.7
04-06,17.7,31.3,23.5,31.8,26.7,35.8,38.4,37.9,34.5,31.6,36.1,24.7,19.9,14.2,,14.2,18.4,24.6,34.6,37.4,38.4,31.4
04-07,19.7,30.1,26.6,34.5,32.6,32.7,38.3,41.9,37.8,33.0,35.5,33.1,31.6,31.0,,19.7,27.7,31.5,34.6,38.1,41.9,32.9
04-08,28.9,27.0,38.0,27.6,37.8,27.1,40.6,34.2,30.0,41.1,35.4,35.2,40.0,30.7,,27.0,27.3,29.9,37.9,40.5,41.1,34.7
04-09,30.4,24.6,42.6,7.6,42.2,28.3,40.7,19.8,29.9,37.8,38.1,28.8,38.5,34.0,,7.6,21.3,28.7,38.2,41.7,42.6,32.2
04-10,33.0,22.8,45.5,24.1,38.3,32.3,35.2,24.4,38.9,22.1,36.7,37.0,21.0,41.4,,21.0,22.3,24.3,37.1,40.6,45.5,34.1
04-11,40.9,31.9,43.3,31.6,41.4,39.6,35.6,35.4,46.8,21.5,34.5,33.1,27.5,47.1,,21.5,28.7,33.0,41.0,45.7,47.1,35.5
04-12,39.3,30.3,28.6,31.9,39.8,34.1,37.3,40.0,29.5,18.0,19.4,24.4,12.9,45.8,,12.9,18.5,28.2,37.5,40.0,45.8,31.1
04-13,28.0,30.5,25.1,32.8,22.3,38.2,40.4,45.4,18.7,22.6,10.6,21.9,12.5,31.9,,10.6,14.3,22.2,32.0,39.7,45.4,26.5
04-14,28.0,23.0,27.2,20.3,23.9,37.8,32.4,34.7,29.1,35.6,21.0,26.1,29.5,18.0,,18.0,20.5,23.8,29.8,35.3,37.8,27.6
04-15,34.8,29.0,27.9,23.2,36.5,19.1,24.1,29.8,37.0,36.2,30.0,21.9,32.8,23.6,,19.1,22.3,24.0,33.0,36.4,37.0,29.4
04-16,40.5,37.8,32.2,15.0,30.1,22.6,24.3,36.8,43.2,34.1,17.8,19.9,34.5,34.5,,15.0,18.4,24.1,34.7,39.7,43.2,33.1
04-17,40.4,40.4,34.4,12.7,36.7,28.2,21.6,43.1,21.2,30.7,23.6,19.6,32.7,41.4,,12.7,20.1,23.4,37.0,41.1,43.1,31.7
04-18,36.3,35.6,35.4,17.3,44.7,34.7,23.2,40.6,26.5,38.9,32.4,29.2,41.3,32.6,,17.3,24.2,32.0,36.6,41.1,44.7,35.1
04-19,41.8,30.0,34.4,28.7,39.0,31.9,31.6,31.7,36.3,42.4,29.8,30.1,41.4,17.8,,17.8,29.0,30.1,36.6,41.7,42.4,31.8
04-20,43.2,29.9,40.8,30.4,39.9,34.3,37.9,31.6,30.3,44.9,31.2,20.4,34.1,14.2,,14.2,23.3,30.4,38.1,42.5,44.9,32.8
04-21,38.8,29.1,44.3,32.1,41.7,36.5,41.0,26.7,37.3,35.5,35.3,23.8,45.0,26.3,,23.8,26.4,31.8,39.0,43.5,45.0,36.0
04-22,29.7,23.7,44.5,28.0,43.7,40.8,46.5,31.8,41.1,33.0,38.3,28.7,33.5,23.6,,23.6,25.0,29.6,40.8,44.3,46.5,33.3
04-23,28.6,22.9,48.0,21.7,27.3,34.9,36.5,40.1,39.8,37.8,36.2,31.1,26.1,25.9,,21.7,23.8,27.2,36.6,40.0,48.0,33.0
04-24,34.7,23.7,50.1,24.7,34.2,35.5,33.4,30.3,27.3,41.3,33.8,36.1,25.6,29.4,,23.7,25.0,29.2,34.8,39.7,50.1,33.6
04-25,34.3,28.4,45.5,33.6,40.6,33.6,31.8,28.5,37.7,41.5,38.7,42.4,30.1,27.6,,27.6,28.4,31.6,38.8,42.2,45.5,34.0
04-26,33.6,21.7,42.9,34.7,32.3,31.3,27.8,30.2,38.9,41.4,42.1,34.6,39.4,33.5,,21.7,28.5,32.2,39.0,41.9,42.9,34.1
04-27,41.6,22.3,27.2,39.7,26.6,32.0,30.4,26.6,44.3,39.0,43.8,30.2,41.8,35.2,,22.3,26.6,29.9,39.9,43.2,44.3,33.6
04-28,29.3,32.2,25.4,44.7,21.6,37.7,27.1,20.3,47.8,37.3,41.4,35.8,40.8,33.8,,20.3,22.8,29.1,38.0,43.7,47.8,34.8
04-29,21.3,22.4,32.7,44.6,25.7,43.6,26.5,19.5,42.3,32.9,45.5,41.1,28.3,42.9,,19.5,21.6,26.4,42.3,44.3,45.5,32.8
04-30,22.4,17.0,42.4,34.6,26.7,43.3,26.1,29.5,29.9,31.2,49.0,47.4,33.8,43.4,,17.0,23.5,29.2,42.5,46.2,49.0,32.5
05-01,26.6,20.0,40.2,21.5,35.6,42.4,24.6,36.3,28.0,23.3,39.7,48.5,37.8,48.6,,20.0,22.0,26.4,39.8,46.7,48.6,36.0
05-02,23.9,27.0,43.7,25.9,43.4,44.0,29.4,36.4,31.5,29.9,38.3,37.2,37.9,43.9,,23.9,26.2,29.9,38.8,43.8,44.0,36.8
05-03,36.7,34.0,46.0,36.3,48.4,40.5,37.8,38.8,35.2,37.0,37.0,27.6,26.6,45.5,,26.6,29.5,36.2,39.0,45.8,48.4,37.0
05-04,34.2,29.7,43.7,37.8,49.5,40.4,44.5,43.3,39.6,37.2,33.6,33.8,30.5,42.0,,29.7,31.4,34.2,42.1,44.3,49.5,38.7
05-05,35.0,38.6,34.0,37.5,48.2,39.6,49.1,48.0,42.6,42.4,38.0,37.5,40.8,35.5,,34.0,35.1,37.5,42.5,48.1,49.1,39.1
05-06,24.2,44.1,29.8,37.8,40.5,37.5,39.5,45.3,50.2,40.0,45.3,46.8,47.9,31.8,,24.2,30.4,37.7,45.3,47.6,50.2,40.2
05-07,25.1,48.5,34.2,36.6,32.6,37.6,34.0,45.5,48.7,34.5,34.3,49.2,44.7,32.1,,25.1,32.3,34.1,44.8,48.7,49.2,35.6
05-08,36.6,44.7,37.8,33.2,32.5,36.3,34.3,43.3,46.2,28.7,37.1,36.7,33.8,36.3,,28.7,32.7,34.3,37.2,44.3,46.2,36.5
05-09,36.4,33.2,45.1,37.5,35.6,30.4,39.1,40.4,46.6,27.0,36.2,30.4,25.8,40.0,,25.8,28.0,32.9,39.2,43.7,46.6,36.3
05-10,35.0,28.3,47.3,39.8,31.4,28.3,29.5,38.1,42.4,30.6,43.0,27.7,34.6,40.5,,27.7,28.3,30.5,39.9,42.8,47.3,34.8
05-11,30.3,29.8,38.2,41.6,22.6,35.9,32.8,44.4,36.3,36.9,45.0,28.4,40.6,39.0,,22.6,28.8,32.6,39.2,43.6,45.0,36.6
05-12,25.2,38.3,40.1,46.8,22.8,44.4,39.1,50.4,37.4,42.7,47.0,36.0,33.5,37.1,,22.8,27.7,37.0,42.9,47.0,50.4,38.7
05-13,28.1,41.7,39.0,50.8,27.6,40.7,46.7,43.7,37.0,43.8,36.0,42.8,38.4,37.2,,27.6,30.5,37.2,42.9,45.8,50.8,39.9
05-14,30.9,39.4,45.6,51.6,34.2,39.1,47.8,40.6,37.4,45.2,38.5,45.2,45.1,41.0,,30.9,35.2,39.0,45.2,47.1,51.6,40.8
05-15,35.8,43.8,50.8,46.8,42.7,32.7,38.0,42.7,41.3,45.9,36.8,43.2,45.7,44.2,,32.7,36.1,40.9,44.4,46.5,50.8,43.0
05-16,40.6,39.4,47.8,46.3,45.3,33.5,34.8,36.1,44.7,46.9,40.2,44.7,50.3,43.1,,33.5,35.2,40.1,45.4,47.6,50.3,43.9
05-17,46.7,31.6,47.2,44.9,48.3,35.8,35.2,26.1,44.5,32.3,49.9,39.2,43.3,43.3,,26.1,31.8,35.7,45.0,48.0,49.9,43.3
05-18,38.7,32.0,38.8,37.1,49.2,37.8,40.0,22.8,40.9,31.5,52.3,43.8,47.5,39.1,,22.8,31.6,37.8,41.2,48.7,52.3,39.0
05-19,37.8,31.3,38.4,36.3,39.6,34.4,43.9,26.8,37.6,33.4,50.6,45.6,44.8,40.3,,26.8,31.9,36.1,40.6,45.3,50.6,38.1
05-20,42.1,32.9,43.0,35.8,43.7,37.0,46.0,34.6,41.7,31.8,37.7,48.1,25.1,43.2,,25.1,32.1,35.7,43.0,45.3,48.1,39.7
05-21,42.6,38.8,51.4,41.3,42.9,40.0,39.3,36.5,45.4,31.8,39.2,40.1,28.0,45.9,,28.0,33.2,39.2,42.6,45.7,51.4,40.1
05-22,32.5,40.3,54.1,49.8,45.1,36.5,33.3,39.6,42.2,29.8,45.0,38.3,34.7,45.2,,29.8,32.8,36.3,45.1,48.4,54.1,40.0
05-23,33.4,37.9,38.1,50.2,42.5,37.2,34.3,44.3,40.6,31.0,34.5,33.7,34.0,46.0,,31.0,33.5,34.3,40.7,45.5,50.2,37.6
05-24,31.3,35.3,34.6,42.8,41.3,34.6,36.5,51.1,45.0,34.5,33.9,36.9,36.1,45.7,,31.3,34.1,34.6,41.4,45.5,51.1,36.3
05-25,36.9,40.2,46.0,45.1,44.1,37.1,36.0,40.7,50.8,37.5,38.6,41.6,42.4,42.9,,36.0,36.9,38.5,43.0,45.8,50.8,41.2
05-26,45.8,40.2,41.1,47.8,48.5,38.7,36.5,41.1,51.7,41.0,44.4,42.5,48.5,41.6,,36.5,39.1,41.1,46.0,48.5,51.7,42.1
05-27,51.0,37.3,35.2,46.5,52.7,39.6,37.5,37.9,46.8,35.9,49.6,42.4,53.2,39.5,,35.2,36.3,37.9,47.1,52.2,53.2,41.0
05-28,49.5,34.2,37.9,38.8,54.2,38.4,41.1,40.6,39.6,34.3,50.2,48.9,44.2,41.6,,34.2,35.4,38.7,44.7,50.0,54.2,40.9
05-29,32.0,33.5,45.3,37.0,52.6,40.9,42.3,41.9,42.2,34.4,51.4,44.5,32.4,45.0,,32.0,32.7,36.7,44.6,49.5,52.6,42.0
05-30,36.5,30.7,48.0,37.8,50.8,47.8,44.2,46.7,46.1,37.4,54.7,41.7,29.8,44.4,,29.8,32.5,37.7,46.8,50.0,54.7,44.3
05-31,46.0,37.8,51.3,39.6,50.0,52.1,42.8,50.4,51.9,40.7,51.5,43.4,30.6,44.7,,30.6,38.4,42.6,50.5,51.8,52.1,45.3
06-01,42.8,50.4,52.9,42.9,45.4,52.1,44.6,49.4,44.1,41.7,54.2,48.6,36.7,41.9,,36.7,41.8,42.9,49.5,52.6,54.2,45.0
06-02,46.1,42.4,50.5,54.3,50.6,50.2,50.1,46.8,44.2,43.9,52.9,51.4,44.4,40.1,,40.1,42.8,44.4,50.5,52.4,54.3,48.5
06-03,49.8,36.8,55.5,49.6,52.7,47.3,50.4,49.9,50.9,43.0,54.0,54.0,47.8,43.1,,36.8,43.0,47.8,51.1,54.0,55.5,49.9
06-04,53.5,47.7,59.3,47.8,48.6,47.7,49.7,53.7,53.7,44.3,54.9,54.0,50.4,44.5,,44.3,45.5,47.8,53.7,54.6,59.3,50.0
06-05,51.7,53.1,51.3,45.8,47.6,45.9,52.0,52.7,55.6,47.4,58.6,52.7,47.4,46.0,,45.8,45.9,47.4,52.7,54.8,58.6,51.5
06-06,58.1,49.7,37.9,49.2,47.2,46.0,49.9,49.8,52.9,48.6,42.9,56.5,45.8,49.6,,37.9,43.8,47.1,49.8,55.4,58.1,49.4
06-07,55.3,44.1,44.6,52.2,49.9,42.3,51.4,54.5,53.0,49.8,35.2,60.4,46.1,48.0,,35.2,42.8,46.0,52.3,55.1,60.4,49.9
06-08,46.6,44.3,55.7,55.9,41.7,48.7,52.0,57.6,52.5,34.4,28.3,54.7,50.7,45.9,,28.3,36.6,45.7,52.7,55.9,57.6,49.7
06-09,53.1,40.1,48.5,59.5,45.9,49.4,57.5,57.4,56.3,35.1,35.3,57.2,56.4,44.1,,35.1,36.8,45.7,56.5,57.4,59.5,51.2
06-10,46.1,43.0,36.4,61.2,53.8,50.1,55.6,53.2,50.6,44.3,42.0,51.1,59.1,44.1,,36.4,42.3,44.3,53.3,58.0,61.2,50.4
06-11,39.8,46.0,42.2,52.2,51.5,43.1,51.5,51.8,46.4,48.0,48.0,44.5,60.4,45.6,,39.8,42.4,45.5,51.5,52.1,60.4,47.2
06-12,34.8,48.2,49.4,56.5,48.6,49.6,49.4,44.5,50.1,48.2,55.2,53.3,61.2,41.8,,34.8,42.6,48.2,50.4,56.1,61.2,49.4
06-13,36.0,45.8,57.6,56.7,54.1,51.8,43.7,39.4,57.1,48.3,55.4,57.5,41.6,42.2,,36.0,40.1,43.5,55.5,57.4,57.6,50.0
06-14,40.7,46.7,48.4,46.3,40.2,50.9,49.2,46.0,60.0,44.5,49.7,59.4,37.2,42.0,,37.2,40.4,44.3,49.2,56.8,60.0,46.5
06-15,49.6,52.3,48.6,49.8,45.2,49.3,54.7,51.7,59.0,47.2,53.8,64.0,45.0,38.1,,38.1,45.0,48.5,52.5,57.7,64.0,49.7
06-16,46.0,42.6,50.0,53.2,44.7,52.2,53.1,56.9,55.0,47.7,50.4,62.8,56.4,38.5,,38.5,43.2,47.5,53.3,56.8,62.8,51.3
06-17,39.8,41.6,59.8,52.3,38.6,54.4,53.5,50.7,51.6,45.9,40.3,62.7,58.1,42.9,,38.6,40.0,42.8,53.6,59.3,62.7,51.2
06-18,48.9,46.3,60.7,54.6,33.4,55.9,57.8,54.6,49.4,47.4,39.3,61.3,55.7,53.1,,33.4,41.4,48.8,55.7,59.8,61.3,53.8
06-19,51.8,38.3,50.3,52.0,45.0,61.3,56.4,55.1,45.3,52.1,44.3,58.5,41.2,55.0,,38.3,42.1,45.3,55.0,57.8,61.3,51.9
06-20,49.4,41.3,43.9,46.0,50.8,56.8,58.7,60.4,47.8,50.0,48.4,57.6,36.8,49.4,,36.8,42.1,47.6,51.4,58.4,60.4,49.4
06-21,50.2,46.1,55.4,52.3,51.8,63.0,62.5,57.3,54.5,37.0,53.8,54.3,45.0,48.1,,37.0,45.4,50.0,54.6,60.9,63.0,53.1
06-22,46.8,51.8,59.4,47.7,47.8,57.0,58.5,56.9,50.6,33.1,52.1,59.1,52.9,48.4,,33.1,47.0,48.3,56.9,58.9,59.4,51.9
06-23,49.7,58.4,61.4,51.2,46.9,57.6,58.5,50.5,52.1,41.0,51.8,55.8,49.7,46.9,,41.0,46.9,49.7,55.9,58.4,61.4,51.5
06-24,58.8,55.6,62.2,52.3,51.3,58.7,59.4,49.8,47.5,48.9,54.5,48.0,47.7,46.8,,46.8,47.5,48.8,55.9,59.2,62.2,51.8
06-25,59.4,55.5,61.3,53.4,57.1,59.7,49.4,52.0,53.0,53.8,54.0,45.0,49.8,50.1,,45.0,49.5,51.8,55.7,59.6,61.3,53.6
06-26,55.2,52.3,61.1,60.0,52.2,55.0,53.1,53.7,61.4,54.0,49.5,46.8,52.3,50.8,,46.8,49.9,52.3,55.0,60.7,61.4,53.4
06-27,51.7,51.0,58.3,59.0,45.1,58.7,55.5,54.4,58.5,56.5,55.8,49.1,54.8,50.9,,45.1,49.6,51.6,56.7,58.6,59.0,55.1
06-28,54.1,59.5,60.3,61.3,50.7,61.2,60.3,53.3,59.2,56.5,55.1,48.8,55.8,46.7,,46.7,49.4,54.1,59.6,61.0,61.3,56.1
06-29,57.6,56.1,62.7,55.8,55.0,60.7,56.0,49.3,50.2,56.8,36.3,50.9,54.9,43.8,,36.3,45.4,50.8,56.2,59.8,62.7,55.4
06-30,56.9,47.8,60.4,58.6,53.6,59.2,50.0,46.5,47.7,51.7,38.6,50.4,48.5,48.7,,38.6,46.8,48.4,53.9,59.0,60.4,50.2
07-01,52.2,51.2,61.1,59.9,48.7,59.3,48.1,52.9,51.9,51.5,50.2,50.4,51.5,54.0,,48.1,49.2,51.1,53.0,59.7,61.1,51.7
07-02,55.6,56.6,60.6,60.3,54.2,59.6,52.8,54.5,57.8,54.7,54.9,50.4,56.9,55.6,,50.4,53.2,54.7,57.0,60.1,60.6,55.6
07-03,52.5,63.7,60.4,58.9,56.6,59.4,53.4,58.4,54.2,54.3,56.1,56.8,56.6,52.9,,52.5,53.0,54.3,58.4,60.1,63.7,56.6
07-04,40.8,54.5,60.2,58.0,55.8,55.7,57.3,57.9,55.9,49.5,56.8,57.6,56.4,48.1,,40.8,48.5,55.6,57.3,58.0,60.2,56.2
07-05,50.9,52.4,54.0,58.5,61.3,52.5,58.6,58.4,58.1,47.7,56.4,54.2,58.6,50.6,,47.7,50.7,52.5,58.4,58.6,61.3,55.3
07-06,52.0,52.3,50.3,55.0,58.2,48.6,58.2,60.2,60.9,50.4,59.0,55.2,52.2,52.9,,48.6,50.3,52.2,58.2,59.8,60.9,54.0
07-07,43.4,51.0,50.8,54.0,60.2,46.5,54.4,54.7,60.3,54.7,59.0,60.4,56.8,48.8,,43.4,47.2,51.0,57.1,60.2,60.4,54.5
07-08,46.0,51.7,54.3,53.7,58.6,46.1,59.8,58.1,58.8,52.4,52.2,65.8,58.7,49.1,,46.0,47.0,52.1,58.6,59.5,65.8,54.0
07-09,50.5,53.6,57.4,60.0,59.3,49.1,60.3,57.1,59.8,53.8,54.8,64.4,60.4,56.7,,49.1,51.5,54.7,59.8,60.3,64.4,57.2
07-10,53.5,51.2,61.2,59.4,54.2,48.4,56.9,53.2,59.7,57.5,60.1,57.3,59.4,58.7,,48.4,51.8,54.2,59.4,60.0,61.2,57.4
07-11,52.2,51.6,60.4,60.2,51.4,50.3,44.8,49.6,56.7,59.2,58.8,57.6,56.9,58.9,,44.8,49.8,51.6,58.8,59.9,60.4,56.8
07-12,58.7,52.7,58.3,51.1,55.5,53.9,51.4,52.4,55.4,54.4,59.9,59.8,57.6,56.3,,51.1,51.7,53.8,57.6,59.5,59.9,55.4
07-13,60.0,53.0,61.2,52.3,57.9,55.2,53.0,56.8,57.5,55.2,62.0,59.5,55.4,56.8,,52.3,53.0,55.2,58.1,60.8,62.0,56.8
07-14,57.0,54.0,53.8,54.2,57.5,53.2,53.5,56.9,54.3,56.9,56.3,57.2,56.4,55.0,,53.2,53.6,54.2,56.9,57.1,57.5,55.7
07-15,57.6,54.7,50.4,56.5,61.6,51.1,56.2,55.4,59.4,59.1,55.1,55.2,53.7,55.1,,50.4,51.9,55.1,56.6,59.3,61.6,55.3
07-16,60.4,57.2,54.3,56.7,55.5,54.5,57.6,57.6,56.1,60.4,55.7,55.4,56.0,59.4,,54.3,54.8,55.7,57.6,60.1,60.4,56.4
07-17,58.2,58.1,55.9,54.6,54.4,54.1,58.2,53.0,59.0,59.2,59.5,56.7,62.3,65.8,,53.0,54.2,55.8,59.0,61.5,65.8,58.1
07-18,60.6,57.0,55.7,57.4,58.4,49.0,55.9,57.4,58.2,62.3,60.9,60.1,62.8,59.9,,49.0,55.8,57.3,60.1,61.9,62.8,58.3
07-19,61.3,55.8,59.9,58.6,59.4,48.1,61.2,58.0,60.7,62.1,54.6,62.2,57.1,54.4,,48.1,54.5,57.0,60.8,61.8,62.2,59.0
07-20,57.3,53.9,58.7,58.7,55.5,44.3,60.6,60.1,59.4,57.3,58.6,58.7,58.1,54.0,,44.3,53.9,57.1,58.7,59.9,60.6,58.4
07-21,56.5,58.5,56.5,60.1,59.0,50.5,58.0,54.2,58.9,55.9,57.1,54.9,58.1,56.0,,50.5,54.4,56.0,58.1,59.0,60.1,56.8
07-22,58.2,58.1,58.5,60.5,58.9,49.9,57.9,57.2,51.9,55.3,53.6,59.1,58.6,58.7,,49.9,52.4,57.0,58.6,59.0,60.5,58.1
07-23,57.5,56.3,55.6,61.0,63.9,54.0,58.9,55.0,54.5,58.1,53.5,56.6,58.4,57.5,,53.5,54.1,55.5,58.1,60.4,63.9,57.0
07-24,56.3,56.8,52.8,52.2,61.2,54.4,56.5,55.6,57.1,53.9,54.3,58.1,51.2,62.6,,51.2,52.3,54.3,56.9,60.2,62.6,55.9
07-25,57.5,58.8,54.5,55.2,63.6,53.7,56.5,52.1,54.0,54.0,52.7,57.5,56.3,56.8,,52.1,53.0,54.0,56.9,58.4,63.6,55.8
07-26,61.5,53.7,55.1,57.0,55.3,57.8,58.3,52.0,57.3,56.4,55.2,60.9,58.2,57.9,,52.0,54.1,55.3,57.9,60.1,61.5,57.2
07-27,57.2,52.2,56.2,52.7,56.3,54.2,60.0,54.3,57.2,52.7,54.8,61.2,57.8,60.7,,52.2,52.7,54.3,57.3,60.5,61.2,56.3
07-28,55.1,49.2,59.0,51.5,57.5,44.5,60.3,52.5,59.6,55.0,54.0,59.7,54.2,56.3,,44.5,49.9,53.8,57.6,59.7,60.3,55.1
07-29,54.3,53.5,57.1,49.1,50.1,48.8,58.9,54.2,56.8,59.2,57.0,55.6,54.8,58.3,,48.8,49.4,54.2,57.0,58.7,59.2,55.2
07-30,56.6,58.0,57.2,51.8,47.3,52.6,55.2,52.6,53.3,61.8,56.3,55.4,56.2,59.5,,47.3,52.0,53.3,56.6,59.1,61.8,55.8
07-31,57.1,57.8,55.9,57.7,48.6,55.8,51.6,54.8,57.7,55.6,57.4,53.8,57.2,54.2,,48.6,52.3,54.7,57.2,57.7,57.8,55.9
08-01,52.1,54.2,57.1,55.9,52.2,55.8,55.9,56.0,52.8,52.1,61.8,50.5,58.9,53.4,,50.5,52.1,52.7,55.9,58.4,61.8,55.0
08-02,54.7,52.6,56.4,58.1,54.9,57.4,57.4,56.4,54.0,54.2,60.5,51.2,54.8,52.8,,51.2,52.7,54.2,56.5,57.9,60.5,54.8
08-03,57.3,50.5,56.4,58.7,55.6,50.1,55.0,56.2,56.3,54.9,60.0,53.8,58.7,52.0,,50.1,51.0,54.8,56.5,58.7,60.0,55.9
08-04,51.9,50.4,55.0,59.5,51.9,54.1,55.0,54.0,58.0,56.9,56.5,53.2,56.3,50.4,,50.4,50.8,53.1,56.3,57.7,59.5,54.5
