date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-22,35.0,26.4,31.3,31.9,29.5,43.0,30.1,27.5,34.2,36.5,29.2,,26.4,27.5,29.5,34.2,36.5,43.0,31.3
11-23,35.5,28.1,21.0,33.5,29.0,43.3,31.0,27.7,33.8,33.9,25.9,,21.0,25.9,28.1,33.8,35.5,43.3,31.0
11-24,36.0,27.9,19.5,33.7,23.4,44.1,27.2,30.6,25.0,23.5,25.7,,19.5,23.4,25.0,30.6,36.0,44.1,27.2
11-25,35.8,30.0,28.8,33.0,26.7,42.8,19.5,26.4,27.6,27.9,34.1,,19.5,26.4,27.6,33.0,35.8,42.8,28.8
11-26,32.4,29.1,35.9,22.2,31.3,44.9,26.9,13.8,23.3,35.6,31.5,,13.8,22.2,26.9,32.4,35.9,44.9,31.3
11-27,33.5,28.3,38.2,18.4,24.5,41.2,32.5,23.7,23.5,37.4,26.3,,18.4,23.5,24.5,33.5,38.2,41.2,28.3
11-28,35.5,29.0,38.6,17.2,21.1,33.6,32.0,30.3,30.2,38.5,27.5,,17.2,21.1,29.0,33.6,38.5,38.6,30.3
11-29,35.8,27.9,36.9,14.5,17.0,35.8,31.2,25.0,28.2,40.8,14.1,,14.1,14.5,25.0,35.8,36.9,40.8,28.2
11-30,36.5,26.5,36.1,13.2,15.5,36.0,27.0,15.1,26.5,39.6,24.2,,13.2,15.1,24.2,36.0,36.5,39.6,26.5
12-01,35.7,28.3,32.1,19.6,19.5,37.7,21.4,21.4,23.3,41.3,30.9,,19.5,19.6,21.4,32.1,37.7,41.3,28.3
12-02,36.9,30.7,33.9,26.6,17.6,38.0,18.4,30.2,17.6,40.8,25.9,,17.6,17.6,25.9,33.9,38.0,40.8,30.2
12-03,31.0,28.3,33.6,30.6,19.1,34.9,11.6,31.6,26.5,38.6,31.1,,11.6,19.1,28.3,31.6,34.9,38.6,31.0
12-04,33.1,7.8,34.8,31.8,27.4,17.5,11.9,32.9,33.7,36.8,34.1,,7.8,11.9,27.4,33.7,34.8,36.8,32.9
12-05,37.2,-0.1,32.4,25.6,26.1,21.4,24.4,29.4,33.8,36.2,31.2,,-0.1,21.4,25.6,32.4,36.2,37.2,29.4
12-06,33.6,3.4,33.7,29.9,20.9,22.2,26.6,28.9,32.4,33.5,25.2,,3.4,20.9,25.2,32.4,33.6,33.7,28.9
12-07,30.1,12.4,31.9,34.4,9.4,21.8,26.5,32.5,32.8,29.7,25.4,,9.4,12.4,25.4,31.9,32.8,34.4,29.7
12-08,27.7,4.1,33.1,36.5,19.4,32.8,26.4,30.2,35.9,29.3,19.8,,4.1,19.4,26.4,32.8,35.9,36.5,29.3
12-09,11.9,1.9,33.1,38.9,30.6,34.2,23.6,23.3,34.4,28.8,22.6,,1.9,11.9,23.3,33.1,34.4,38.9,28.8
12-10,18.9,13.3,33.0,35.8,33.9,33.7,28.0,24.9,30.2,11.2,27.1,,11.2,13.3,24.9,33.0,33.9,35.8,28.0
12-11,21.7,19.2,34.8,28.1,32.1,38.3,30.5,25.5,21.5,15.3,30.4,,15.3,19.2,21.7,30.5,34.8,38.3,28.1
12-12,27.6,24.3,37.7,22.0,30.8,38.2,24.8,31.3,17.2,26.4,18.8,,17.2,18.8,24.3,30.8,37.7,38.2,26.4
12-13,31.0,24.5,29.8,26.7,29.2,37.2,21.3,31.4,16.8,31.2,14.0,,14.0,16.8,24.5,31.0,31.4,37.2,29.2
12-14,28.0,22.9,21.1,20.5,35.8,27.2,28.8,27.7,19.3,33.6,15.2,,15.2,19.3,21.1,28.0,33.6,35.8,27.2
12-15,22.2,31.5,19.5,14.3,36.8,31.4,31.5,16.6,17.3,17.2,13.8,,13.8,14.3,17.2,31.4,31.5,36.8,19.5
12-16,19.5,33.0,26.4,12.5,30.9,30.3,32.4,10.5,23.8,20.0,8.1,,8.1,10.5,19.5,30.3,32.4,33.0,23.8
12-17,24.1,33.2,25.3,15.5,12.1,24.5,31.4,16.4,24.9,15.5,16.0,,12.1,15.5,16.0,24.9,31.4,33.2,24.1
12-18,23.8,33.5,22.2,25.7,9.0,29.0,29.9,23.4,21.5,19.5,18.5,,9.0,18.5,21.5,25.7,29.9,33.5,23.4
12-19,9.2,29.4,21.2,30.5,20.0,32.5,31.3,22.4,24.7,24.5,19.5,,9.2,19.5,21.2,29.4,31.3,32.5,24.5
12-20,14.5,21.4,26.2,25.4,28.5,31.1,31.5,26.6,31.1,27.7,24.4,,14.5,21.4,25.4,28.5,31.1,31.5,26.6
12-21,23.9,20.1,32.3,24.9,30.6,17.2,33.1,31.7,34.1,30.2,25.9,,17.2,20.1,24.9,31.7,33.1,34.1,30.2
12-22,23.1,19.5,28.8,27.0,29.4,22.4,24.2,34.5,27.0,31.6,23.8,,19.5,22.4,23.8,28.8,31.6,34.5,27.0
12-23,25.7,25.8,17.2,17.0,26.8,27.6,27.2,33.0,13.3,31.9,25.3,,13.3,17.0,25.3,27.2,31.9,33.0,25.8
12-24,21.6,25.3,23.3,13.5,29.6,27.3,27.7,29.0,22.1,29.4,28.7,,13.5,21.6,23.3,28.7,29.4,29.6,27.3
12-25,14.1,24.2,19.0,15.1,16.0,31.9,28.5,23.3,27.2,27.1,33.0,,14.1,15.1,19.0,27.2,31.9,33.0,24.2
12-26,16.9,30.4,11.8,8.7,10.3,30.4,21.4,19.4,28.0,21.6,35.7,,8.7,10.3,16.9,28.0,30.4,35.7,21.4
12-27,15.2,31.8,9.2,15.3,22.0,32.7,13.4,22.1,21.8,19.7,32.7,,9.2,13.4,15.3,22.1,32.7,32.7,21.8
12-28,9.4,29.6,16.7,15.4,27.5,34.8,9.2,12.3,23.3,17.8,25.1,,9.2,9.4,15.4,25.1,29.6,34.8,17.8
12-29,13.4,21.9,13.0,15.0,27.1,38.6,12.4,9.6,17.3,17.2,18.2,,9.6,12.4,13.4,18.2,27.1,38.6,17.2
12-30,18.3,26.2,7.0,12.9,29.0,40.0,23.1,15.7,18.8,22.0,25.4,,7.0,12.9,18.3,25.4,29.0,40.0,22.0
12-31,12.7,31.5,13.2,9.3,25.7,33.8,11.1,18.6,22.7,21.1,31.8,,9.3,11.1,13.2,25.7,31.8,33.8,21.1
01-01,9.0,28.5,16.1,13.0,24.3,33.0,7.2,26.6,21.7,6.8,31.4,,6.8,7.2,13.0,26.6,31.4,33.0,21.7
01-02,12.3,29.1,17.8,23.0,24.7,28.8,16.4,20.8,23.4,15.8,23.8,,12.3,15.8,17.8,23.8,28.8,29.1,23.0
01-03,13.5,30.2,22.8,29.6,24.4,31.8,28.5,24.9,26.2,22.9,19.1,,13.5,19.1,22.9,28.5,30.2,31.8,24.9
01-04,22.3,18.7,25.9,28.8,28.3,32.9,31.9,28.2,28.4,27.4,19.4,,18.7,19.4,25.9,28.4,31.9,32.9,28.2
01-05,23.5,11.3,33.6,26.4,20.3,34.7,30.1,25.2,24.8,31.3,27.0,,11.3,20.3,24.8,30.1,33.6,34.7,26.4
01-06,25.4,21.3,37.6,27.3,7.6,33.0,24.2,21.7,26.2,35.1,25.7,,7.6,21.3,24.2,27.3,35.1,37.6,25.7
01-07,26.5,28.2,38.7,23.0,18.3,29.2,24.6,26.4,27.2,34.0,22.8,,18.3,22.8,24.6,28.2,34.0,38.7,26.5
01-08,27.3,27.8,36.4,20.6,29.5,32.9,27.4,25.2,24.5,25.6,28.0,,20.6,24.5,25.6,28.0,32.9,36.4,27.4
01-09,29.2,23.3,31.8,15.5,30.5,34.7,32.1,18.9,21.4,21.3,28.5,,15.5,18.9,21.4,30.5,32.1,34.7,28.5
01-10,27.1,26.4,31.5,12.8,28.2,30.0,30.5,13.9,18.4,26.6,31.0,,12.8,13.9,26.4,30.0,31.0,31.5,27.1
01-11,7.9,31.3,30.8,20.1,27.9,24.8,25.5,17.9,20.3,28.4,22.8,,7.9,17.9,20.3,27.9,30.8,31.3,24.8
01-12,-0.5,23.1,28.7,25.1,27.0,28.9,21.9,16.3,27.8,32.7,24.0,,-0.5,16.3,23.1,27.8,28.9,32.7,25.1
