date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
02-03,27.9,16.9,34.8,8.3,30.9,33.6,28.4,10.8,27.8,5.6,29.1,,5.6,8.3,16.9,29.1,33.6,34.8,27.9
02-04,25.6,11.8,36.3,14.9,32.1,33.2,27.5,3.8,16.2,17.3,29.4,,3.8,11.8,16.2,29.4,33.2,36.3,25.6
02-05,33.2,11.6,38.7,18.9,33.3,32.9,22.2,9.3,20.8,22.5,26.7,,9.3,11.6,20.8,32.9,33.3,38.7,22.5
02-06,25.9,20.4,40.3,24.8,32.3,23.5,10.3,25.6,25.2,20.8,19.5,,10.3,19.5,20.8,25.6,32.3,40.3,24.8
02-07,23.0,23.4,40.4,26.4,33.7,27.3,6.1,29.8,30.8,26.8,20.2,,6.1,20.2,23.4,29.8,33.7,40.4,26.8
02-08,22.1,29.7,38.5,32.5,36.9,34.1,14.6,29.4,32.9,28.4,21.7,,14.6,21.7,28.4,32.9,36.9,38.5,29.7
02-09,14.5,31.9,38.1,35.7,43.7,36.1,18.2,17.6,29.8,27.9,14.0,,14.0,14.5,18.2,35.7,38.1,43.7,29.8
02-10,13.1,27.6,29.8,36.5,39.8,22.1,18.6,14.4,28.2,30.0,26.9,,13.1,14.4,22.1,29.8,36.5,39.8,27.6
02-11,9.6,22.8,29.0,37.0,29.3,19.1,10.9,14.7,30.1,30.6,28.0,,9.6,10.9,19.1,29.3,30.6,37.0,28.0
02-12,12.4,30.5,35.1,40.1,28.5,23.6,23.0,19.5,29.2,28.4,27.5,,12.4,19.5,23.6,29.2,35.1,40.1,28.4
02-13,21.2,35.2,38.4,34.9,28.9,25.9,30.2,23.1,26.0,31.8,28.7,,21.2,23.1,26.0,31.8,35.2,38.4,28.9
02-14,21.6,36.7,41.3,30.7,29.6,30.0,31.2,30.2,16.9,34.2,13.7,,13.7,16.9,29.6,31.2,36.7,41.3,30.2
02-15,21.4,41.2,32.6,31.9,31.4,17.1,28.0,28.1,19.8,30.7,8.3,,8.3,17.1,21.4,31.4,32.6,41.2,28.1
02-16,29.7,35.3,23.9,35.1,34.4,19.0,14.1,31.1,19.9,21.1,10.9,,10.9,14.1,19.9,31.1,35.1,35.3,23.9
02-17,25.9,33.6,22.9,39.2,31.4,30.1,11.3,21.1,14.4,20.4,22.7,,11.3,14.4,21.1,30.1,33.6,39.2,22.9
02-18,17.6,33.7,32.5,30.8,32.2,34.3,9.6,16.0,13.6,19.9,25.1,,9.6,13.6,17.6,32.2,33.7,34.3,25.1
02-19,24.3,24.7,36.4,31.1,32.2,14.8,6.1,17.2,25.7,25.6,25.2,,6.1,14.8,24.3,25.7,32.2,36.4,25.2
02-20,23.8,17.2,29.4,32.5,33.4,4.6,8.8,19.8,22.6,31.3,27.5,,4.6,8.8,19.8,29.4,32.5,33.4,23.8
02-21,16.2,26.0,21.9,30.4,37.6,8.2,12.4,28.9,16.9,27.2,29.0,,8.2,12.4,16.9,28.9,30.4,37.6,26.0
02-22,12.6,27.5,18.2,23.4,28.0,11.8,11.4,31.3,25.4,19.1,13.4,,11.4,11.8,13.4,25.4,28.0,31.3,19.1
02-23,16.0,31.7,20.6,19.4,12.9,11.6,11.2,28.5,27.2,14.9,10.6,,10.6,11.2,12.9,20.6,28.5,31.7,16.0
02-24,12.0,34.4,24.6,26.0,9.4,9.7,20.0,19.7,19.2,10.6,18.1,,9.4,9.7,12.0,20.0,26.0,34.4,19.2
02-25,18.3,35.2,28.0,32.9,10.2,14.2,27.4,14.3,14.4,8.0,27.4,,8.0,10.2,14.3,27.4,32.9,35.2,18.3
02-26,12.1,34.6,22.4,35.5,15.8,23.4,31.0,22.9,22.0,9.8,23.1,,9.8,12.1,22.0,23.4,34.6,35.5,22.9
02-27,11.0,30.6,20.9,38.6,20.1,22.3,31.1,27.5,10.0,19.3,22.3,,10.0,11.0,20.1,27.5,31.1,38.6,22.3
02-28,21.1,30.1,22.9,33.5,13.9,19.3,31.3,31.4,11.3,28.8,17.0,,11.3,13.9,19.3,30.1,31.4,33.5,22.9
02-29,,,,34.0,,,,33.5,,,,,11.3,13.9,19.3,30.1,31.4,33.5,22.9
03-01,28.9,29.6,24.8,36.3,16.4,23.5,32.2,28.9,23.9,33.8,20.0,,16.4,20.0,23.9,29.6,33.8,36.3,28.9
