date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
01-02,27.7,30.5,33.7,25.3,18.8,35.0,16.8,31.4,19.1,25.6,23.9,31.2,16.7,20.4,25.0,19.7,18.6,,16.7,17.8,19.6,28.2,32.3,35.0,25.0
01-03,37.5,33.1,12.8,22.5,19.1,35.9,17.9,33.8,23.9,30.1,24.2,33.6,29.3,27.7,27.0,27.0,17.7,,12.8,17.8,23.7,30.7,34.6,37.5,27.0
01-04,32.0,31.4,6.7,27.6,15.4,35.2,23.4,19.5,27.6,27.5,29.4,35.6,33.3,31.4,31.6,29.9,23.0,,6.7,17.9,26.7,31.4,34.1,35.6,29.4
01-05,11.2,28.8,16.8,29.8,21.3,36.5,26.1,15.3,33.8,26.9,21.9,35.2,30.0,26.3,24.7,32.3,26.9,,11.2,16.2,24.2,29.8,34.3,36.5,26.9
01-06,18.0,22.3,23.4,31.1,25.7,33.8,25.2,27.4,37.8,26.4,9.9,34.3,24.6,22.8,29.1,34.1,24.1,,9.9,20.6,23.9,29.5,34.2,37.8,25.7
01-07,21.4,17.3,30.8,25.1,27.2,23.6,25.5,31.4,39.3,20.7,24.8,30.1,26.3,29.0,27.5,35.3,22.4,,17.3,21.1,24.5,29.3,33.0,39.3,26.3
01-08,31.3,20.5,35.0,25.8,27.7,20.0,27.1,27.3,36.9,17.7,35.9,33.6,29.4,25.9,26.7,23.7,28.0,,17.7,20.3,25.9,29.8,35.4,36.9,27.3
01-09,33.6,19.3,18.7,29.7,17.5,30.7,31.6,26.0,34.2,15.8,32.3,34.1,32.4,18.7,19.1,21.1,30.2,,15.8,18.2,19.3,31.8,33.8,34.2,29.7
01-10,33.1,23.3,22.0,27.8,2.8,32.4,24.9,28.0,32.4,14.6,29.1,29.6,29.6,15.8,18.7,27.9,29.8,,2.8,15.3,23.0,29.6,32.4,33.1,27.9
01-11,26.0,23.2,28.9,30.1,16.1,20.8,4.0,33.6,31.8,17.8,28.1,26.9,23.2,23.2,20.7,29.0,20.9,,4.0,17.1,20.8,28.3,30.8,33.6,23.2
01-12,11.2,20.3,26.9,31.9,25.3,21.2,-1.5,22.5,29.0,24.0,26.3,29.5,20.7,18.4,29.4,33.6,27.1,,-1.5,15.5,21.1,27.5,30.5,33.6,25.3
01-13,-2.6,20.4,30.6,28.8,31.2,25.0,-5.9,24.9,23.4,28.4,27.2,29.6,21.5,24.7,36.0,37.9,33.1,,-5.9,11.2,24.5,29.8,34.2,37.9,27.2
01-14,-0.3,24.2,29.9,24.2,29.7,32.4,-6.5,28.4,24.2,23.1,27.2,33.2,23.8,26.5,28.8,26.8,29.6,,-6.5,13.7,24.2,29.0,30.9,33.2,26.8
01-15,7.5,22.9,29.1,28.2,29.8,31.1,11.2,30.5,29.0,21.4,25.3,32.8,27.9,25.0,35.5,31.1,24.8,,7.5,17.3,24.9,30.0,31.8,35.5,28.2
01-16,13.5,0.7,30.6,34.4,35.2,17.3,24.3,30.1,33.9,24.6,19.1,31.7,28.1,30.2,31.8,31.4,23.8,,0.7,15.8,24.2,31.4,34.1,35.2,30.1
01-17,13.1,9.0,31.4,27.8,36.8,17.7,26.4,31.9,31.5,28.7,22.8,31.6,31.7,18.2,32.8,31.2,17.5,,9.0,15.7,21.9,31.5,32.2,36.8,28.7
01-18,19.2,14.0,33.4,26.6,31.8,32.2,25.5,31.3,36.2,29.7,27.4,37.4,21.7,24.2,24.4,28.1,13.8,,13.8,17.1,24.4,31.4,34.5,37.4,27.4
01-19,24.1,20.9,36.1,24.5,24.8,38.6,28.3,32.8,33.9,26.2,26.0,37.6,27.9,28.5,21.3,24.4,16.2,,16.2,21.2,24.5,29.4,36.7,38.6,26.2
