date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-18,4.7,21.1,15.3,15.5,25.2,26.4,13.3,33.1,14.6,24.7,0.7,27.5,28.4,19.8,16.1,13.8,10.6,,0.7,8.3,14.4,24.8,27.9,33.1,16.1
12-19,14.7,22.8,11.6,23.4,30.5,18.6,0.6,26.8,19.9,28.2,20.1,29.1,24.8,16.9,20.7,22.4,15.4,,0.6,13.5,18.3,23.7,28.5,30.5,20.7
12-20,15.6,23.2,1.7,30.8,22.0,20.0,13.6,14.9,23.7,21.4,32.5,26.7,25.7,21.1,31.1,26.3,20.1,,1.7,14.4,20.0,25.8,30.9,32.5,22.0
12-21,19.9,8.7,15.8,25.3,23.4,15.8,23.7,16.7,29.7,20.3,23.0,10.8,28.4,28.8,32.4,26.1,20.7,,8.7,13.8,19.2,25.5,29.1,32.4,23.0
12-22,19.1,13.1,18.2,22.2,30.1,6.3,23.6,17.5,21.3,20.8,21.7,19.0,12.7,34.5,21.7,28.4,9.8,,6.3,11.5,18.1,21.8,29.1,34.5,20.8
12-23,19.3,20.7,4.3,16.3,24.8,15.1,21.6,26.7,12.2,10.5,21.4,18.4,20.8,30.5,7.9,29.9,23.7,,4.3,9.5,16.1,22.0,28.0,30.5,20.7
12-24,16.0,24.5,7.9,11.4,18.6,21.6,18.0,19.1,24.1,6.5,26.5,19.5,21.0,26.0,17.8,25.1,27.3,,6.5,10.0,18.0,24.2,26.2,27.3,19.5
12-25,28.8,5.1,19.4,9.6,24.5,27.4,10.0,20.0,15.2,6.3,15.1,24.6,23.7,17.1,21.6,22.5,31.6,,5.1,8.3,15.2,23.9,28.0,31.6,20.0
12-26,31.4,4.7,5.5,8.6,24.6,25.5,14.1,25.9,5.6,-3.0,4.5,22.5,12.7,9.3,25.1,14.5,33.0,,-3.0,4.6,8.0,24.7,28.1,33.0,14.1
12-27,27.5,-0.7,11.8,13.0,15.1,23.4,9.4,26.6,6.1,4.7,19.4,27.7,6.1,12.6,13.8,12.8,32.4,,-0.7,5.5,11.3,20.2,27.6,32.4,13.0
12-28,21.9,1.6,24.3,12.2,16.9,33.3,4.9,23.0,12.3,8.3,18.2,31.3,-0.2,3.1,12.1,4.8,19.7,,-0.2,2.5,7.6,20.1,27.1,33.3,12.3
12-29,16.7,10.1,29.8,15.5,21.9,31.3,8.8,16.5,-1.0,6.0,20.5,36.2,14.5,6.6,9.9,7.3,11.5,,-1.0,6.4,9.7,17.5,30.4,36.2,14.5
12-30,23.7,12.5,26.7,12.2,3.2,33.9,8.0,25.5,-9.1,1.4,26.5,35.6,17.6,9.1,16.7,18.3,21.3,,-9.1,2.4,11.6,24.1,29.6,35.6,17.6
