date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-07,-10.4,25.0,23.2,30.6,7.5,21.2,24.7,19.2,0.9,24.9,30.1,-4.2,20.7,19.8,26.1,27.3,25.0,13.9,,-10.4,-0.7,19.2,25.0,28.1,30.6,22.2
12-08,9.9,23.7,17.5,19.4,-1.2,28.0,19.6,12.1,-5.2,28.6,30.0,11.5,28.6,17.4,23.2,31.0,25.0,10.7,,-5.2,6.5,12.7,24.9,29.0,31.0,19.5
12-09,21.1,19.7,11.6,17.7,-5.4,27.4,21.1,0.2,-1.3,29.5,33.0,25.3,28.4,18.3,16.0,29.0,21.4,11.8,,-5.4,-0.2,16.2,24.9,29.1,33.0,20.4
12-10,23.0,16.0,9.9,30.6,3.7,22.3,18.6,14.4,13.3,28.6,26.1,27.0,30.0,25.4,19.7,22.1,8.8,17.0,,3.7,9.6,16.1,25.2,29.0,30.6,20.9
12-11,23.3,15.6,8.6,24.7,13.0,20.2,17.2,16.3,15.3,27.4,15.7,18.1,34.7,23.9,20.5,10.8,12.0,18.4,,8.6,11.6,15.6,20.5,25.5,34.7,17.6
12-12,20.6,21.2,12.4,24.3,19.0,30.6,14.8,16.0,22.0,29.2,9.6,16.6,33.4,16.2,25.0,7.6,18.5,12.6,,7.6,11.6,16.1,21.9,29.6,33.4,18.7
12-13,13.9,26.7,7.3,14.4,17.3,32.7,16.0,18.3,17.1,23.3,23.2,18.2,29.2,17.8,20.4,14.0,22.8,10.4,,7.3,12.9,16.1,22.5,27.5,32.7,18.0
12-14,8.2,31.3,2.2,-0.9,10.0,29.8,12.1,21.6,21.9,13.1,13.2,25.8,24.2,23.6,14.3,14.0,22.1,10.1,,-0.9,6.4,12.2,22.1,27.0,31.3,14.2
12-15,12.4,28.6,8.8,2.1,15.3,12.6,12.6,16.2,30.6,11.8,8.6,31.3,30.5,26.3,2.7,14.2,13.8,3.7,,2.1,3.4,11.8,16.1,30.5,31.3,13.2
12-16,7.1,14.6,14.9,4.4,26.2,3.6,16.8,12.3,29.1,19.0,5.6,20.6,25.8,25.0,1.6,17.9,11.9,5.0,,1.6,4.1,7.6,18.9,25.9,29.1,14.8
