date,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-26,27.6,30.8,7.2,7.2,10.0,21.2,29.0,13.5,30.5,9.9,3.8,6.4,26.4,16.5,15.0,25.6,15.7,32.7,,3.8,6.9,10.3,26.3,30.6,32.7,16.1
12-27,27.3,26.1,2.3,12.0,15.4,18.2,26.2,13.1,30.1,6.9,7.6,17.8,29.5,10.5,16.4,18.2,13.9,28.6,,2.3,7.4,13.2,25.3,28.9,30.1,17.1
12-28,34.3,24.4,5.4,24.6,13.5,15.5,35.3,9.0,27.0,14.2,10.5,22.3,33.3,3.2,7.8,16.0,10.4,21.0,,3.2,7.1,10.8,24.2,33.6,35.3,15.8
12-29,20.8,20.2,14.0,28.3,16.1,18.9,33.3,9.6,19.8,8.2,9.6,20.9,37.9,12.9,9.0,14.6,11.5,14.8,,8.2,9.4,13.0,20.2,29.8,37.9,15.5
12-30,24.4,27.0,16.9,27.0,15.4,6.2,35.8,12.2,26.2,-1.0,6.9,24.0,37.1,19.7,11.7,16.2,20.3,22.2,,-1.0,6.7,15.5,24.3,29.7,37.1,20.0
12-31,29.5,24.8,4.8,25.1,15.6,-6.5,17.6,8.9,31.2,3.4,2.0,19.1,26.9,4.6,16.6,19.9,12.2,28.6,,-6.5,3.0,9.2,24.3,28.8,31.2,17.1
01-01,22.4,23.3,10.0,29.3,25.2,-0.3,25.9,12.0,26.2,15.1,6.4,18.6,28.4,2.0,26.4,16.6,2.3,28.8,,-0.3,2.2,12.3,25.8,28.5,29.3,20.5
01-02,25.9,27.5,22.3,27.4,23.7,11.3,30.2,11.7,26.8,20.1,16.0,19.4,26.6,15.5,20.6,21.1,14.2,21.4,,11.3,13.4,19.5,25.7,27.4,30.2,21.3
01-03,24.6,33.6,24.8,6.4,15.3,11.8,32.9,14.5,30.2,21.3,24.4,18.9,28.3,26.3,25.1,23.6,19.8,16.9,,6.4,13.7,19.0,25.0,31.0,33.6,24.0
01-04,22.1,26.0,24.8,-0.8,21.1,13.2,32.9,23.3,13.3,28.0,26.1,24.8,29.9,27.6,26.0,23.8,23.9,17.7,,-0.8,13.3,22.2,26.0,28.5,32.9,24.3
01-05,24.3,11.5,20.4,14.6,29.4,22.8,32.8,22.8,10.8,35.2,24.4,7.5,32.1,26.2,19.8,19.8,27.5,21.1,,7.5,11.3,19.9,26.1,32.3,35.2,22.8
01-06,31.6,12.8,14.7,22.3,28.7,23.9,29.7,21.0,23.4,35.3,25.3,2.2,30.1,21.4,23.0,22.3,31.8,24.8,,2.2,14.2,22.3,28.3,31.7,35.3,23.7
01-07,28.7,19.6,7.9,32.4,12.2,27.0,22.9,24.5,27.4,35.3,23.4,12.9,27.2,24.3,24.4,21.3,30.3,19.1,,7.9,12.7,21.4,27.2,30.9,35.3,24.3
01-08,17.9,28.5,13.4,33.0,18.6,27.4,21.4,24.6,25.0,35.2,18.9,26.2,30.2,26.2,20.2,18.6,19.6,21.4,,13.4,18.4,19.7,26.2,31.0,35.2,23.0
01-09,13.6,27.1,14.4,20.5,26.2,7.7,27.7,23.4,19.2,28.0,11.9,27.5,30.6,26.2,16.3,15.2,17.7,22.3,,7.7,13.1,16.5,26.2,27.8,30.6,21.4
01-10,22.6,26.4,19.7,23.4,24.4,-1.7,28.5,21.5,24.2,28.5,10.2,24.5,27.0,27.2,11.3,14.7,25.9,27.2,,-1.7,11.0,21.6,26.4,27.6,28.5,24.3
01-11,28.0,21.6,20.8,26.3,26.6,4.3,16.9,5.1,31.0,29.4,20.9,24.4,25.3,21.4,15.2,19.5,25.1,20.2,,4.3,12.1,20.3,25.3,28.4,31.0,21.5
01-12,16.4,9.3,17.8,27.6,26.5,19.9,18.8,-2.2,19.1,27.0,22.8,21.3,25.4,15.8,13.3,27.2,30.6,22.0,,-2.2,12.1,17.9,25.2,27.3,30.6,20.6
01-13,23.4,-1.2,19.6,29.7,25.6,27.7,27.2,-7.6,25.3,24.0,23.4,24.0,27.4,14.4,17.3,30.9,34.2,28.8,,-7.6,9.7,23.4,27.4,30.0,34.2,24.7
01-14,25.8,-2.5,19.1,30.9,25.9,29.8,29.6,-5.4,27.3,22.2,19.8,20.3,29.1,14.4,17.6,21.9,24.9,25.3,,-5.4,9.4,19.9,25.9,29.7,30.9,23.6
01-15,19.4,3.7,18.9,28.4,25.3,29.4,27.1,12.2,30.7,25.8,19.3,21.2,27.9,23.3,14.0,30.5,27.2,23.0,,3.7,13.5,19.6,27.2,29.7,30.7,24.3
01-16,12.3,11.4,2.3,30.3,29.7,34.4,13.2,23.5,30.4,28.9,23.7,18.2,22.6,26.5,21.7,28.2,29.6,20.1,,2.3,12.0,20.3,28.9,30.3,34.4,23.6
01-17,25.6,11.9,15.8,28.5,27.6,31.3,7.4,25.9,29.8,25.2,25.7,19.9,28.1,25.8,17.6,30.7,30.7,21.2,,7.4,14.6,21.6,28.1,30.7,31.3,25.7
01-18,23.6,12.2,15.6,32.0,23.4,27.3,24.8,26.2,29.0,33.3,26.6,24.4,31.8,20.7,16.0,19.8,26.0,13.8,,12.2,15.1,20.9,26.6,31.9,33.3,24.6
01-19,16.1,19.3,22.3,32.2,22.0,21.3,33.0,27.0,29.9,31.8,21.0,21.6,30.9,23.0,20.9,13.6,20.0,12.4,,12.4,15.3,20.9,26.6,31.9,33.0,21.8
01-20,12.2,19.7,17.2,31.3,22.3,19.2,29.7,26.7,27.7,20.9,19.6,18.7,23.6,24.8,25.5,22.5,21.1,13.5,,12.2,16.1,19.6,24.7,28.3,31.3,21.7
01-21,13.3,12.1,16.3,32.1,22.9,28.9,26.5,29.6,27.6,13.0,20.6,21.4,12.9,20.7,27.0,25.3,21.5,15.2,,12.1,13.0,16.8,26.4,29.1,32.1,21.4
01-22,9.3,17.2,13.3,35.8,22.3,22.6,17.7,32.0,26.1,20.5,26.4,17.1,16.4,14.2,27.5,24.9,20.1,11.7,,9.3,12.8,17.1,24.7,28.8,35.8,20.3
01-23,19.8,27.0,10.4,32.4,17.6,22.9,19.0,32.4,19.5,26.9,26.0,20.4,18.4,21.9,27.7,22.0,27.0,15.0,,10.4,16.8,19.5,26.8,29.1,32.4,22.0
01-24,26.6,29.5,14.9,30.9,16.3,20.8,18.0,31.4,28.5,31.1,22.6,13.9,21.8,22.2,26.3,16.6,25.7,15.6,,13.9,15.4,18.2,26.6,31.0,31.4,22.4
01-25,27.4,28.4,18.4,25.9,16.2,23.0,29.8,30.7,32.4,39.0,16.2,9.8,22.2,23.5,27.8,13.5,16.5,12.4,,9.8,13.2,16.7,27.7,31.2,39.0,23.3
01-26,24.8,27.2,19.4,13.7,20.6,23.9,27.3,30.7,30.7,37.8,18.7,7.4,15.8,28.8,29.4,14.2,16.8,17.8,,7.4,14.0,17.9,27.3,30.7,37.8,22.2
01-27,19.7,19.8,20.1,12.1,22.0,30.7,16.3,26.0,27.4,33.4,26.8,13.5,20.7,31.1,24.4,13.2,15.4,22.9,,12.1,13.4,19.7,25.8,30.8,33.4,21.3
01-28,18.1,20.3,15.0,19.3,23.1,31.6,21.6,12.9,24.0,30.9,30.2,28.9,29.3,20.4,23.0,19.6,23.5,17.8,,12.9,17.0,19.7,23.9,30.4,31.6,22.3
01-29,21.5,22.4,9.2,22.5,21.8,28.3,27.8,11.6,30.2,28.6,31.4,29.8,31.0,20.1,20.9,21.7,29.2,17.4,,9.2,15.6,21.5,28.6,30.4,31.4,22.4
01-30,28.7,19.8,8.2,27.0,20.6,26.9,26.2,21.6,23.0,30.5,24.8,29.2,35.2,23.6,22.6,18.0,28.0,6.4,,6.4,15.0,21.7,27.0,29.6,35.2,24.2
01-31,25.2,12.3,9.6,27.0,20.7,18.6,21.0,25.7,15.7,30.0,12.6,32.3,34.6,25.2,28.0,19.6,24.2,6.9,,6.9,11.5,18.7,25.7,30.7,34.6,22.6
02-01,28.7,8.1,11.6,24.4,17.5,-5.8,23.2,25.7,10.7,29.0,13.7,32.7,33.0,25.2,31.7,27.1,7.6,17.3,,-5.8,7.9,14.1,27.0,32.0,33.0,23.8
02-02,24.8,11.7,9.3,28.8,19.0,-4.1,22.2,25.3,8.3,33.2,8.1,27.4,34.6,28.3,32.0,31.5,2.2,22.3,,-4.1,6.3,12.4,28.2,32.4,34.6,23.5
02-03,23.5,25.4,17.0,28.8,21.0,19.8,17.4,27.0,14.6,35.2,9.0,28.2,34.7,27.4,13.0,23.5,7.2,25.9,,7.2,11.8,17.7,26.9,30.6,35.2,23.5
02-04,25.2,31.9,13.5,28.2,20.7,31.2,16.3,26.1,8.0,34.1,16.1,28.8,34.6,25.3,3.0,15.6,17.2,25.5,,3.0,11.8,16.4,28.0,32.6,34.6,25.2
