date,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-19,34.5,39.7,39.7,48.0,43.7,34.9,39.2,36.5,38.5,38.8,36.3,38.5,38.8,35.8,32.9,43.7,43.7,41.7,24.8,,24.8,34.2,36.4,39.7,43.7,48.0,38.8
11-20,29.8,38.1,43.5,42.3,41.2,37.2,36.9,36.9,41.0,35.4,37.4,37.2,43.0,43.0,33.3,37.2,39.0,38.8,27.5,,27.5,32.6,37.0,40.2,43.0,43.5,37.4
11-21,27.5,39.0,44.2,25.3,39.6,34.9,28.8,34.3,41.5,35.2,36.7,32.2,36.3,44.4,36.1,32.5,38.7,34.0,31.8,,25.3,28.5,33.1,37.9,42.1,44.4,35.2
11-22,32.0,39.0,41.7,27.7,38.8,33.3,21.0,34.3,39.4,30.7,38.5,34.3,33.6,45.7,34.2,32.0,37.2,36.1,32.4,,21.0,30.1,32.7,38.0,39.8,45.7,34.3
11-23,28.0,38.8,39.9,25.3,39.4,28.2,23.2,39.0,38.7,32.9,28.9,37.8,34.2,47.3,35.1,31.8,36.3,38.8,31.1,,23.2,27.5,31.4,38.8,39.5,47.3,35.1
11-24,30.2,38.5,35.2,30.7,36.7,28.6,15.4,36.3,41.7,32.2,27.3,39.4,30.0,50.0,33.6,31.3,28.9,29.7,30.2,,15.4,28.3,30.1,35.9,39.8,50.0,31.3
11-25,34.9,37.8,34.7,34.0,41.2,31.6,9.0,36.3,43.0,31.8,31.6,31.6,31.6,48.7,27.3,30.0,31.6,31.3,32.7,,9.0,29.5,31.6,34.8,41.5,48.7,31.8
11-26,32.4,33.3,32.0,34.9,36.3,36.5,21.2,34.5,38.8,32.7,40.6,25.5,35.2,49.8,29.7,22.5,26.4,37.6,34.2,,21.2,24.9,32.1,35.9,39.2,49.8,34.2
11-27,33.4,18.1,30.4,35.4,33.8,38.3,28.0,39.4,39.2,31.6,43.2,23.0,27.1,43.2,37.8,30.4,24.4,40.3,30.9,,18.1,24.2,30.4,38.1,40.9,43.2,33.4
11-28,19.6,20.8,24.8,25.7,35.4,34.3,23.7,42.3,42.8,31.3,45.0,19.9,25.0,36.1,37.9,33.8,29.8,42.1,32.9,,19.6,20.7,25.3,35.9,42.4,45.0,32.9
11-29,15.1,29.7,9.9,35.8,37.4,30.7,16.7,40.3,39.7,31.3,41.5,16.2,23.0,40.3,35.2,26.6,32.7,43.7,25.7,,9.9,15.9,26.1,36.8,40.5,43.7,31.3
11-30,16.7,33.4,18.3,35.1,41.5,30.2,18.9,38.8,41.5,31.5,39.7,21.6,22.6,39.6,31.6,19.0,33.3,41.7,29.7,,16.7,18.8,25.4,37.3,41.5,41.7,31.6
