date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
03-02,37.2,28.6,24.8,36.4,25.2,27.7,30.0,22.6,26.1,37.5,17.4,,17.4,22.6,25.2,30.0,37.2,37.5,27.7
03-03,32.1,32.4,18.5,38.3,29.5,30.4,28.6,27.4,28.6,37.8,19.1,,18.5,19.1,28.6,32.1,37.8,38.3,29.5
03-04,21.6,28.6,16.2,36.3,34.0,15.7,22.5,31.5,27.6,33.5,20.8,,15.7,16.2,21.6,31.5,34.0,36.3,27.6
03-05,26.3,31.0,24.7,38.5,29.9,14.2,28.3,33.7,31.0,26.1,22.9,,14.2,22.9,26.1,31.0,33.7,38.5,28.3
03-06,33.0,36.2,30.3,32.8,11.8,19.9,31.5,33.8,34.8,17.8,21.2,,11.8,17.8,21.2,33.0,34.8,36.2,31.5
03-07,32.5,25.3,31.7,24.6,25.1,29.4,29.5,35.8,36.6,12.1,21.1,,12.1,21.1,25.1,31.7,35.8,36.6,29.4
03-08,28.2,25.3,33.0,25.1,35.2,34.5,24.0,30.2,39.3,16.9,23.8,,16.9,23.8,25.1,33.0,35.2,39.3,28.2
03-09,24.8,35.7,31.1,29.5,38.4,34.9,20.8,30.1,29.1,19.1,24.9,,19.1,20.8,24.9,31.1,35.7,38.4,29.5
03-10,25.5,37.6,34.3,36.0,40.0,32.7,24.0,31.9,21.1,12.9,32.5,,12.9,21.1,25.5,34.3,37.6,40.0,32.5
03-11,28.8,20.0,36.9,35.9,37.8,33.2,26.1,35.2,19.5,16.2,28.8,,16.2,19.5,26.1,35.2,36.9,37.8,28.8
03-12,32.9,20.1,34.1,34.0,37.8,34.3,30.8,36.4,20.5,23.6,27.8,,20.1,20.5,27.8,34.1,36.4,37.8,32.9
03-13,37.6,28.9,34.0,34.2,38.5,36.8,17.7,29.9,18.8,28.8,28.7,,17.7,18.8,28.8,34.2,37.6,38.5,29.9
03-14,44.2,31.4,37.3,28.6,43.0,34.5,16.5,29.7,25.6,27.9,30.2,,16.5,25.6,28.6,34.5,43.0,44.2,30.2
