date,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
12-28,20.6,5.2,27.0,12.9,19.9,32.6,4.2,21.7,11.2,8.9,18.0,30.7,-2.9,0.2,10.8,6.1,17.5,,-2.9,2.6,8.3,20.1,28.5,32.6,12.9
12-29,14.7,11.3,32.4,15.3,21.7,29.7,10.9,13.7,-3.4,4.6,21.9,36.0,13.8,6.4,6.1,8.4,11.2,,-3.4,5.5,10.4,16.6,30.8,36.0,13.7
12-30,18.0,12.2,28.1,12.3,1.5,35.8,8.0,24.6,-11.5,-1.2,29.1,34.6,15.5,9.4,15.3,17.6,23.2,,-11.5,0.4,11.6,23.5,31.3,35.8,15.5
12-31,22.7,-0.7,27.1,14.6,-8.0,12.0,-0.5,27.3,-3.5,-5.2,17.8,20.3,-5.4,17.8,19.2,7.6,25.8,,-8.0,-5.3,-0.6,19.4,26.3,27.3,14.6
01-01,17.7,10.6,28.0,27.3,1.6,23.7,7.2,19.6,10.7,4.9,18.6,23.8,-5.3,23.3,10.2,-3.2,25.8,,-5.3,-0.3,9.6,23.4,26.4,28.0,17.7
01-02,23.8,27.8,30.2,19.8,16.5,31.6,3.6,24.7,20.1,20.1,13.0,16.5,14.4,15.7,18.6,17.4,14.6,,3.6,13.8,16.4,20.9,28.7,31.6,18.6
01-03,34.0,32.4,0.5,13.0,11.3,31.1,11.1,28.3,16.8,27.0,15.4,23.9,22.9,21.1,21.1,27.0,13.3,,0.5,11.2,15.0,27.0,31.6,34.0,21.1
01-04,21.6,29.7,-5.0,22.4,10.9,30.2,16.3,7.0,24.2,28.6,23.2,26.1,30.0,24.9,24.2,22.2,12.8,,-5.0,9.4,20.5,25.1,29.8,30.2,23.2
01-05,5.5,17.8,13.6,28.1,19.4,33.3,20.2,3.0,32.4,23.7,0.0,28.9,28.5,16.0,15.2,25.1,24.1,,0.0,4.5,15.8,25.7,30.3,33.3,20.2
01-06,10.7,13.1,18.1,24.1,23.8,27.4,26.7,15.7,30.5,23.8,-3.2,28.6,20.1,19.2,20.9,29.9,22.3,,-3.2,12.1,19.0,24.6,29.1,30.5,22.3
01-07,14.6,5.5,27.4,8.4,24.4,15.6,20.3,23.4,31.4,19.5,19.6,24.0,21.6,26.8,17.2,32.1,17.5,,5.5,12.1,17.5,24.1,29.0,32.1,20.3
01-08,25.5,19.1,30.9,17.3,22.9,14.5,20.3,20.8,29.8,15.1,33.7,33.9,27.4,20.4,13.6,13.7,25.0,,13.6,14.2,18.8,25.9,32.0,33.9,20.8
01-09,27.3,14.4,14.7,25.2,2.4,24.6,27.8,15.7,25.5,7.3,27.3,34.9,32.2,12.6,9.0,12.5,27.2,,2.4,8.3,14.0,27.2,29.6,34.9,24.6
01-10,31.8,17.3,15.7,22.0,-4.6,25.7,23.1,19.3,31.5,4.5,23.0,23.6,26.3,10.4,8.7,21.0,28.5,,-4.6,7.0,17.0,24.0,29.7,31.8,22.0
01-11,16.1,17.3,21.8,27.2,9.2,9.1,-0.5,29.9,25.0,11.1,21.6,22.3,15.8,17.2,14.8,22.1,14.9,,-0.5,9.2,14.9,21.9,25.9,29.9,17.2
