date,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median (POR)
11-26,29.2,29.8,31.5,14.2,26.4,46.8,26.4,9.7,14.0,33.6,26.2,,9.7,14.0,26.2,29.8,33.6,46.8,26.4
11-27,32.9,30.7,40.6,14.5,20.5,37.9,35.5,17.0,17.4,33.0,23.2,,14.5,17.0,20.5,33.0,37.9,40.6,30.7
11-28,34.2,28.5,40.7,10.9,16.5,27.0,30.1,26.8,27.3,36.3,24.1,,10.9,16.5,26.8,30.1,36.3,40.7,27.3
11-29,33.3,26.5,36.6,7.2,14.0,32.5,27.6,21.1,26.5,38.4,8.5,,7.2,8.5,21.1,32.5,36.6,38.4,26.5
11-30,34.0,26.2,33.2,9.4,12.6,36.0,23.4,12.1,28.3,34.4,25.0,,9.4,12.1,23.4,33.2,34.4,36.0,26.2
12-01,34.0,29.7,29.7,16.0,15.6,34.0,16.8,22.8,17.1,37.9,31.3,,15.6,16.0,17.1,31.3,34.0,37.9,29.7
12-02,33.2,34.8,33.7,26.4,9.0,36.5,14.1,32.4,11.5,39.4,19.0,,9.0,11.5,19.0,33.7,36.5,39.4,32.4
12-03,25.0,21.6,32.5,30.9,13.2,29.2,7.2,29.8,24.3,35.8,28.2,,7.2,13.2,24.3,29.8,32.5,35.8,28.2
12-04,35.1,-0.9,33.5,31.7,27.4,12.4,10.0,31.2,32.1,34.6,33.0,,-0.9,10.0,27.4,33.0,34.6,35.1,31.7
12-05,37.3,-4.6,31.3,21.7,18.7,17.6,25.1,26.5,32.8,32.6,26.7,,-4.6,17.6,21.7,31.3,32.8,37.3,26.5
12-06,31.0,2.8,30.9,32.7,15.9,17.8,25.0,25.8,30.9,29.2,16.6,,2.8,15.9,17.8,30.9,31.0,32.7,25.8
12-07,24.7,9.3,29.5,36.0,5.4,19.8,26.4,33.2,31.2,27.4,20.4,,5.4,9.3,20.4,29.5,33.2,36.0,26.4
12-08,21.6,-1.1,32.5,34.2,23.4,29.4,26.1,27.0,34.5,27.1,17.1,,-1.1,17.1,23.4,29.4,34.2,34.5,27.0
12-09,8.0,0.9,32.4,40.1,33.0,32.4,22.2,20.2,33.7,25.5,20.1,,0.9,8.0,20.2,32.4,33.7,40.1,25.5
